[00:03] Hello 大家好,我是小骏
[00:04] 2026年除了嘉宾访谈
[109:00] 更多的真实的数据
[109:02] 对
[109:03] 所以这个其实也是
[109:04] 为什么我们现在开始去做
[109:06] 人类数据的原因
[109:08] 人类数据
[109:09] 就人类的视频的数据
[109:10] 你刚才说的是
[109:11] 以人类为第一视角的数据
[109:13] 没错
[109:14] 为什么要第一视角
[109:15] 因为其实咱们可以把人
[109:18] 机器人
[109:19] 我觉得大模型很关注的一个能力
[109:21] 就是跨本体的能力
[109:23] 如果从这个角度来讲的话
[109:24] 人是不是也是一个机器人
[109:26] 对
[109:27] 所以本质上来讲
[109:28] 这种训练范式
[109:29] 它其实就是把人当成一个机器人
[109:32] 把它的数据拿回来
[109:34] 堆进去一块去训练
[109:36] 另外还有一个点就是说
[109:38] 相当于把人当车了
[109:40] 把人当车了
[109:41] 没错
[109:42] 就完全是这个意思
[109:43] 另外如果这样
[109:44] 没准将来机器人也越来越像人
[109:46] 因为它越像人
[109:47] 它的本体和人的差距就会越小
[109:51] 对吧
[109:52] 所以我觉得这个是人的第一视角的数据
[109:54] 的一个核心的一个点
[109:56] 当然就是说
[109:58] 这个数据回来了以后
[109:59] 其实可以基于real to sim
[110:01] 很多的算法
[110:04] 仿真的能力
[110:05] 把这个世界拿回来
[110:07] 把它所交互的这些物理拿回来
[110:09] 以及把它们的很多的认知
[110:12] 任务以及评价标准拿回来
[110:14] 又把这些真正的加入到仿真的里头去
[110:17] 来扩充仿真的规模化
[110:19] 对吧
[110:20] 另外一个
[110:21] 就这个是一个从真实到仿真的一个环
[110:23] 从仿真的到真实
[110:24] 就是说
[110:25] 仿真做完了以后
[110:26] 一定需要在真实世界去落地
[110:29] 那么Syntro如何去解决
[110:31] 一方面来讲是在预训练
[110:33] 加入更多的仿真
[110:34] 一方面其实是把它和真实世界做更好的对标
[110:38] 对吧
[110:39] 其实所以就是说
[110:40] 真实的
[110:41] 摇操作的数据
[110:42] 真实摇操作的评测
[110:44] 和仿真的对标就会变得尤为重要
[110:46] 对吧
[110:47] 不只是在训练端的对标
[110:50] 同时还有在这个评测端的对标
[110:52] 来真正的可以让Syntro
[110:55] 不只可以服务训练
[110:56] 也可以服务评测
[110:57] 所以从这个角度来讲的话
[110:59] 我认为可能
[111:00] 数据金塔一方面它是一个金塔
[111:02] 它是一个分层的金塔
[111:03] 另外一方面
[111:04] 我认为它可能是一个以仿真为中心的
[111:07] 以评测驱动为中心的数据的一个闭环
[111:10] 好
[111:11] 所以你觉得哪些数据是被高估了
[111:13] 哪些数据被低估了
[111:14] 对
[111:15] 首先我认为
[111:16] 真实的机器人的数据
[111:19] 肯定是被高估了
[111:21] 我认为其实咱们从过去几个月
[111:24] 真正行业的发展来看
[111:26] 我觉得其实
[111:27] 大多数人都已经看到了这个点
[111:30] 就是可能
[111:31] 原来就是真机派的这些的公司
[111:34] 或者大模型团队
[111:35] 其实现在我认为
[111:37] 大规模的去采购
[111:38] 仿真的数据
[111:40] 仿真的评测
[111:41] 或者是人类的数据
[111:42] 所以我觉得第一
[111:43] 它肯定是被高估了
[111:44] 第二
[111:45] 我觉得仿真还是在被低估
[111:47] 为什么
[111:48] 因为我觉得大家已经看到了一些
[111:50] 仿真数据的这样的一个能力
[111:53] 但是我认为就是说
[111:54] 仿真的评测
[111:55] 我认为其实真正看到它的
[111:58] 没有那么多人
[111:59] 我觉得大模型团队是完全看到了
[112:01] 为什么
[112:02] 因为他们在关注的是大规模的评测
[112:04] 没有仿真
[112:05] 他就没有办法做大规模评测
[112:06] 而我认为很多的机器人公司
[112:08] 可能现在
[112:09] 还是在开始去看到的
[112:11] 这个阶段
[112:12] 为什么
[112:13] 因为它的规模还没有那么大
[112:14] 当它的规模越来越大
[112:16] 它需要去处理的任务数量
[112:19] 任务种类
[112:20] 开放场景越来越多
[112:21] 它就会越来越感觉到这个痛点
[112:24] 它是绕不开仿真这件事的
[112:27] 另外
[112:28] 我觉得人类的数据
[112:29] 其实相对来说也是被低估的
[112:31] 我认为其实人类的数据
[112:33] 也是极其关键的一件事
[112:35] 当然我认为它是要去
[112:37] 从我们角度
[112:38] 我认为它可以帮助我们
[112:39] 真正的去完善
[112:41] 和补充
[112:42] 增强我们以仿真为中心的这条环
[112:44] 智能眼镜听起来非常有用
[112:46] 智能眼镜就相当于是车
[112:49] 对
[112:50] 就是所有人都出去
[112:51] 给机器人收集数据去了
[112:52] 对
[112:53] 是的
[112:54] 我很同意这个点
[112:55] 我认为其实人类数据
[112:57] 它的一个问题就是
[112:58] 它其实没有什么比类
[112:59] 那么我看到很多人
[113:02] 在做人类数据的硬件
[113:04] 但是其实本质上来讲
[113:06] 人类数据它的底层
[113:08] 就是要让人带上消费
[113:10] 级的硬件去采集数据
[113:12] 一定是要眼睛看吗
[113:14] 第一视角
[113:15] 一定要眼睛看
[113:16] 比如说
[113:17] 我看有硬件公司做一个
[113:19] 像ploud它做录音笔
[113:21] 像比如说还有公司
[113:22] 做了一个胸前的这种
[113:23] 明白
[113:24] 这种是人类第一视角数据吗
[113:26] 从低性原理上来讲
[113:28] 你越贴近人的视角是越好的
[113:30] 对就是说
[113:32] 其实你的一个硬件
[113:33] 如果比方说定在头上
[113:35] 定在头顶上
[113:36] 或者放在胸口
[113:37] 你其实你的视角
[113:38] 跟人的眼睛的视角
[113:39] 都有一定的差距的
[113:41] 所以本质上来讲
[113:42] 这个都会产生一定的问题
[113:43] 为什么一定要是眼睛
[113:45] 我觉得
[113:46] 可能更多的是从一个
[113:48] 低性原理就是说
[113:50] 因为人是这么工作的
[113:52] 就人就是这么工作的
[113:53] 对
[113:54] 那么这个其实也是
[113:56] 我觉得看到的很多的
[113:57] 真正的需求
[113:58] 我觉得都是朝这个方向去走的
[114:00] 对
[114:01] 那你从这个角度去看的话
[114:03] 其实到最后的时候
[114:04] 一定需要的是一个
[114:05] 最佳规模化的
[114:07] 我觉得消费级别
[114:09] 足够舒适的
[114:11] 可穿戴
[114:12] 来真正的服务人类数据的
[114:14] 我觉得端侧的硬件
[114:15] 怎么让人愿意大规模戴上眼镜
[114:18] 如果不是近视
[114:19] 或者像我这样
[114:20] 我是近视
[114:21] 但是我就想戴隐形
[114:22] 我觉得理想状态下
[114:24] 人就喜欢戴这个眼镜
[114:26] 而不是人为了数据
[114:27] 去戴这个眼镜
[114:28] 我觉得这个可能才是
[114:30] 真正人类数据
[114:31] 需要去达到的这个点
[114:33] 我举一个例子
[114:34] 比如说Meta的这个
[114:37] RayBan的这个眼镜
[114:38] 对吧
[114:39] 他们其实就改变他们的思路
[114:40] 他们最早的时候
[114:41] 可能是希望做这个
[114:43] 游戏眼镜
[114:44] 对吧
[114:45] 然后做的很炫
[114:46] 但是看起来不够好看
[114:48] 那我觉得Meta RayBan的眼镜
[114:50] 我觉得它特别特别
[114:52] 聪明的一个点就是
[114:53] 它首先这是一个很酷的眼镜
[114:55] 看上去很好的眼镜
[114:57] 其次它有一个AI的助手
[115:00] 可以跟你去对话
[115:02] 对吧
[115:03] 它有一个摄像头
[115:04] 我认为这种的可穿戴
[115:05] 可能在长线是最有用的
[115:07] 就是
[115:08] 这个可穿戴是一个
[115:09] 大家都已经有的东西
[115:10] 而不是一个
[115:11] 你需要去买给大家的东西
[115:13] 所以这些公司
[115:14] 首先需要设计一个
[115:15] 足够有吸引力的眼镜
[115:16] 让我们都心甘情愿地戴上
[115:18] 然后他再利用我们
[115:19] 去给他机器人收集数据
[115:21] 是这个道理
[115:22] 但是你如果
[115:23] 顺这个角度去想的话
[115:24] 我觉得就是说
[115:26] 前提
[115:27] 就是一定要基于一个消费级的
[115:29] 就相当于就是说
[115:30] 我认为人类数据的公司
[115:33] 不应该做自己的硬件
[115:35] 因为它的这个硬件
[115:37] 很难达到一个消费级
[115:39] 消费级我指的可能是一个百万
[115:41] 甚至更大的一个出货量
[115:43] 大家都喜爱这个眼镜
[115:45] 所以我认为它应该是一个
[115:47] 基于已有的消费级的硬件
[115:49] 或者说这个硬件如果没出来
[115:51] 有一个消费级的硬件的公司
[115:53] 做了一个爆款出来
[115:54] 大家都戴上了
[115:55] 这个是一个真正的一个爆点
[115:57] 那他为什么要把数据给这个
[115:59] 机器人训练大党的公司
[116:02] 我认为在这的话
[116:03] 他会有一个就是
[116:04] 不同的这个硬件
[116:05] 其实都有相应的SDK
[116:06] API
[116:07] APP
[116:08] 对吧
[116:09] 所以其实你是可以去设计
[116:10] 这样的一个采集流程的
[116:12] 我们都知道算力很贵
[116:13] 因为我们说驱动人工智能三驾马车
[116:15] 是算力算法和数据
[116:19] 算力非常贵
[116:20] 数据贵吗
[116:21] 想要买比如说仿真数据
[116:23] 或者人类第一视角的数据
[116:24] 大概是一个什么样的金额
[116:26] 数据其实我认为在越来越贵
[116:28] 这个是很有意思的一个点
[116:30] 就是说可能很多的人认为
[116:32] 数据应该越来越便宜
[116:33] 我其实觉得这个就是
[116:35] 本质上来讲就是
[116:36] 就数据不同的
[116:38] 就刚才我提到的
[116:39] 就数据不同的阶段
[116:41] 可能从一个静态的数据集
[116:44] 或者是一个量范级的一个数据
[116:46] 到一个提供反馈的数据
[116:49] 它的这个给算法带来的价值
[116:51] 是完全不一样的
[116:52] 因此它所可以去拿到的这个价格
[116:56] 也是完全不同的
[116:58] 对那当然就是说
[117:00] 我认为就是说咱们去从预训练
[117:02] 后训练
[117:03] 还有评测角度去看的话
[117:05] 我认为
[117:06] 我认为可能预训练的数据
[117:08] 应该是最便宜的
[117:09] 且它应该是一个相对的标品
[117:11] 对吧
[117:12] 因为我觉得不太可能有一家公司
[117:15] 自己去支付了所有预训练级的费用
[117:19] 它应该是一个平摊
[117:21] 对吧
[117:22] 比如说可能全世界有五家大模型公司
[117:24] 去平摊了这份预训练的
[117:26] 这部分的这个数据的成本
[117:28] 而且大家也都愿意去平摊
[117:29] 因为这个应该是一个相对
[117:31] 帮助大家提升一个相对通用的能力
[117:33] 基础的能力
[117:34] 最关键的这些
[117:35] 反馈驱动的这些的提升
[117:37] 还是在后训练和评测
[117:40] 而后训练和评测
[117:41] 可能是一个更加针对性的数据
[117:45] 它更多是一个评测驱动
[117:47] 来给到足够的信号
[117:49] 以及相应的这些的经验的传授
[117:52] 它的数据的价值和价格会更高很多
[117:55] 大概多少钱
[117:57] 其实这个不太好说
[117:59] 就是说现在可能
[118:00] 比方说从一个数据角度来讲
[118:01] 可能一小时
[118:03] 从几十天
[118:05] 几十人民币到上千人民币
[118:09] 可能都会有
[118:10] 但是它呢
[118:11] 是指就是标数据的专家是吗
[118:13] 采集数据的专家
[118:15] 就是不止
[118:16] 就是它包括了比方说这个
[118:18] 就数据我觉得它
[118:19] 巨深的数据
[118:20] 我觉得它包括了三要素
[118:21] 第一是它包括了一个物理的场景
[118:23] 无论是真实的还是仿真的
[118:25] 它一定要有一个场景
[118:27] 第二呢就是说
[118:28] 它包括了这些经验的轨迹
[118:30] 以及这些经验的传授
[118:31] 经验的传授就包括了这些语言的标注
[118:33] 第四呢就是它包括了这些经验的轨迹
[118:34] 以及这些经验的传授
[118:35] 第三呢就是说
[118:36] 它包括了这些评价的指标
[118:38] 比如说这个是成功这个是失败
[118:39] 它可能会标的更加精细
[118:41] 比如说behavior的这个数据集
[118:43] 可能我做一个披萨
[118:45] 可能是一个很长程的任务
[118:47] 我里头可能有的这个
[118:49] 比较小的这个任务
[118:51] 我可能先失败了
[118:52] 比如说我可能先放一个蘑菇
[118:54] 我先失败了
[118:55] 我第二次又成功了
[118:56] 这个都会标出来
[118:57] 对那这些
[118:59] 在一起结构化它是一个数据
[119:02] 那一小时这样的一个
[119:03] 比方说就是
[119:04] 做披萨的数据
[119:05] 可能会卖到
[119:07] 可能比方说从几十人民币
[119:10] 到几千人民币不等
[119:12] 现在这个是一个
[119:13] 我觉得现在整个行业
[119:14] 还是一个比较发散的一个阶段
[119:17] 那当然了就是说
[119:18] 我们很关注的是高质量的数据
[119:20] 因为在这儿
[119:21] 其实低质量数据没有任何意义
[119:23] 高质量的数据
[119:24] 我觉得其实是在一个
[119:26] 几百人民币到上千人民币
[119:28] 这样的一个阶段
[119:29] 什么是高质量的数据
[119:31] 高质量的数据
[119:32] 我认为就是几个点
[119:33] 一就是说这个物理的这个质量
[119:34] 一就是说这个物理的这个场景
[119:36] 它足够的多样化
[119:38] 它的交互足够的真实
[119:40] 且它足够的符合
[119:42] 真实的物理的场景
[119:44] 第二的话呢
[119:45] 就是说这个轨迹的这个记录
[119:47] 足够的专业
[119:48] 对
[119:49] 然后比方说做一个披萨
[119:50] 对吧
[119:51] 它是足够流畅
[119:52] 它可能有失误
[119:53] 但是失误里头它有一个修正
[119:55] 其实这类的数据会更贵
[119:57] 就是其实跟
[119:58] 就很反直觉
[119:59] 就是大家可能认为一个完美的
[120:01] 做披萨的一个视频
[120:02] 可能会最贵
[120:03] 但其实不是
[120:04] 其实你如果中间
[120:05] 比方说掉了几粒这个菜
[120:08] 然后给它捡回来
[120:09] 再重新把它给做好
[120:10] 它会更贵
[120:11] 其实我觉得有点类似于人的学习
[120:13] 人的经验
[120:14] 对吧
[120:15] 失败了以后再成功的经验
[120:16] 往往是最宝贵的
[120:17] 然后第三就是说
[120:18] 我觉得它的这些评价指标
[120:20] 以及它的这些标注
[120:21] 足够的这些准确
