[00:06] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:10] 这是一档由语言级世界工作室出品的深度访谈节目
[111:58] 一个level
[111:59] 就是从可用到好用的这种错误
[112:01] 我们还是愿意把它定义为一种错误
[112:03] 因为我们觉得它能够解决的
[112:04] 比如说Nandes跟很多别的这种coding agent
[112:07] 即使都能做网页
[112:08] Nandes也能再往前做一步
[112:10] 基于我们的通用能力
[112:11] Nandes每做完一个网页
[112:12] 他也选择说
[112:13] 我自己用我的浏览器
[112:15] 去把这个网页玩一圈
[112:16] 然后看看
[112:17] 我再看看我数据库里的记录
[112:18] 是否都对上了
[112:19] 所以这个我觉得是能够去
[112:21] 弥合这个错误的一个途径
[112:23] 刚才有一些表达
[112:24] 比如说模型的懒惰
[112:25] 模型比较没有耐心
[112:27] 模型感到压力
[112:28] 模型比较着急
[112:29] 还包括杨志林以前说
[112:30] 常文本影响智商
[112:32] 模型的状态好像跟人还比较像
[112:34] 这是为什么呀
[112:35] 我觉得我们只是在用
[112:37] 人习惯的词来描述这个
[112:39] 我觉得模型跟人一点都不像
[112:40] 或者说
[112:41] 强行把模型或者agent
[112:44] 与人的常用的思维体系
[112:46] 去对齐
[112:47] 这是不对的
[112:48] 你刚才不是说你们做的是一个人吗
[112:50] 对 但是我们是做的是
[112:51] 能完成人做的事情的一种系统
[112:53] 但你不该与人的
[112:55] 比如分工或者特化去要求模型
[112:57] 这我举一个更具体的例子
[112:58] 比如说很多做agent的公司
[113:00] 或者一些开发者
[113:02] 他们有种惯性思维
[113:03] 就是说我要让我的agent
[113:05] multi agent系统中
[113:06] 分为设计师designer
[113:08] programmer manager这些东西
[113:10] 就是你在给模型增加
[113:12] 很多不同的角色
[113:13] 我们觉得这个其实不太对
[113:15] 因为回想一下
[113:16] 为什么人类社会会有这个问题呢
[113:17] 是因为很可惜
[113:18] 我们每个人都不太全能
[113:20] 所以你在一个组织架构下
[113:21] 你必须要有这样一个分工
[113:23] 但其实我们在组织架构下
[113:25] 又有多少的信息
[113:27] 在我们通信之间损失了呢
[113:29] 又多少在合作中
[113:30] 增加了很多的摩擦呢
[113:31] 实际上模型是比人
[113:33] 更加全能的一个东西
[113:34] 所以你应该充分利用模型的优势
[113:36] 而不要生搬硬套
[113:37] 人带来这条约束
[113:38] 我是想表达的是这个意思
[113:40] 那模型应该怎么分类
[113:41] agent应该怎么分类
[113:43] agent分类这个话题
[113:44] 我觉得
[113:46] 你只能从输入和输出角度来看
[113:48] 你觉得不用分类
[113:49] 我觉得不用分类
[113:50] 所以你们做的是通用agent
[113:52] 不是不是不是
[113:53] 我想说的就是
[113:54] 输出输出
[113:55] 的意思是什么
[113:56] 就是通用agent
[113:57] 是把更多输入的责任交给了用户
[113:59] 对
[114:00] 然后呢你做垂直agent
[114:01] 其实在输入这一侧
[114:02] 你会做很多比我们要多的事情
[114:04] 就比如说如果你要做一个垂直领域
[114:06] 你输入的数据可能就来自于一个
[114:08] 用户不太可能自主产生的
[114:09] 或者说自主提供的一个过程
[114:11] 比如他一定得输入
[114:12] 就结合到某一个
[114:13] 已经在运行的业务系统
[114:14] 来获得这个输入
[114:15] 同时他的输出
[114:16] 也不是以一个标准化的形式去给出的
[114:18] 可能他是无缝
[114:19] 就传递给了另外一个系统中
[114:21] 所以我觉得他一定输入输出有
[114:23] 跟通用agent有不同
[114:25] 他决定了哪一个是哪一种vertical agent
[114:28] 但是这样中间的技术方案
[114:29] 我相信会是趋同的
[114:31] 你们为什么做通用agent
[114:32] 而不是做一个agent os
[114:34] 我觉得首先作为一个
[114:37] 有职业素养的程序员
[114:40] 我们会尽量回避os这个词
[114:42] 为什么
[114:43] 这是一根圣杯我不配
[114:45] 这是第一点
[114:46] 然后第二点就是我们觉得
[114:47] os这个东西其实
[114:49] 你如果严格定义来说
[114:50] 它是一个
[114:51] 一个中间层
[114:52] 当然你也可以说
[114:53] agent是很多东西的中间层嘛
[114:55] 但实际上
[114:56] 我认为现在agent还没有到这一步
[114:58] 就用户的文件
[115:00] 用户的软件
[115:03] 其实不在你这
[115:04] 这是一个客观的现象对吧
[115:06] 所以在你没有获得这些东西之前
[115:08] 你不要称自己为一个
[115:10] 一个os
[115:11] 谁适合做这个
[115:12] 会有这个生态位吗
[115:14] 我觉得是这样
[115:15] 就说比如我们跟微软有很深的合作
[115:17] 就像前阵ignite大会上大家也看到
[115:19] 就是nenos跟windows
[115:20] 都会有直接的合作
[115:21] 像比如说
[115:22] 你以后在windows用件菜单里
[115:23] 就可以用nenos
[115:24] 我认为不是说有谁做了一款
[115:26] 开天辟地的agent os
[115:28] 而是现在所有的操作系统
[115:30] 都会逐渐具备agentic能力
[115:32] 其实很开心的一点
[115:33] 就是我们发现
[115:34] 现有的操作系统场上
[115:35] 在一个相当开放的心态
[115:36] 在做这件事
[115:37] 比如说接下来
[115:38] 大家可以关注那个microsoft agent365
[115:40] 对你也可以看到nenos也在里面
[115:42] 对所以我觉得
[115:43] 这个东西就像我们之前做
[115:44] 浏览器一样
[115:45] 我更相信的不是突然出现了一个
[115:48] 全新的agentic browser
[115:49] 而是所有的browser都在里面
[115:50] 都在变得agentic
[115:51] 你觉得agent最后的生态
[115:52] 会是什么样的一个格局
[115:53] agent最后的生态是吧
[115:54] 我觉得是这样
[115:55] 就是可能垂直领域的agent
[115:57] 最后应该是一个百花齐放的状态
[115:59] 当然也许还是2b方面会多一些
[116:01] 2b的垂直agent会多一些
[116:03] 对会多一些
[116:04] 为什么呀
[116:05] 我指的是海外市场
[116:06] ok
[116:07] 因为首先有一点就是
[116:08] 目前因为我们现在只做海外嘛
[116:10] 我们觉得可能
[116:11] 尤其我不敢说海外这么大词
[116:13] 就说美国市场吧
[116:14] 美国市场
[116:15] 我感觉现在大部分创业者
[116:16] 都在想一件事就是
[116:17] 我要做一家开通的
[116:18] 就是要做一家开通的
[116:20] 卖给另外一家创业公司
[116:21] 使用的产品
[116:22] 并卖给另外一家公司
[116:23] 就是我觉得很多美国创业者
[116:24] 已经失去了做2c的勇气和心气
[116:28] 你说美国华人创业者
[116:29] 还是美国的创业者
[116:30] 所有所有
[116:31] 甚至华人好一点的
[116:32] 华人还有梦
[116:33] 我觉得像我们就是比较勇的一种
[116:35] 我们还敢做这个事
[116:36] 为什么呀
[116:37] 为什么丧失了这种勇
[116:38] 不过过去10年美国2b
[116:40] 确实更好一些
[116:41] 对我觉得其实与其说丧失
[116:43] 应该说他们这边的环境
[116:45] 更形成了这样一种正反馈
[116:47] 就他们的退出机制非常好
[116:49] 很成熟
[116:50] 比如说一天卖公司
[116:51] 或者说你自己做2b
[116:52] 你有一个稳定的一个收入
[116:53] 你自己独立上市
[116:54] 独立发展都没有问题
[116:55] 所以就是这是他们这种成功的路径
[116:58] 决定了美国资本市场的一个倾向
[117:00] 对吧
[117:01] 所以就是在美国这种
[117:02] 像我们这种跳出来做2c
[117:03] 那确实是一个很异类的一个东西
[117:06] 当然这也就会有人愿意下大注嘛
[117:08] 对吧
[117:09] 谁愿意下大注
[117:10] 下了什么大注
[117:11] 就像我们现在就获得了一些压住
[117:12] 我只能这么说了
[117:13] 对
[117:14] 但像国内的话
[117:15] 我觉得上一代创业者
[117:16] 就是我这代创业者
[117:17] 我们在这个移动荒凉时代
[117:18] 其实很多人都是做2c的
[117:19] 其实获得了很多的正反馈
[117:21] 也更勇一些
[117:23] 所以我觉得这确实是两边的环境
[117:26] 和持续的反馈带来的一个结果
[117:28] 所以你觉得没有垂直2c的
[117:30] agent的生态位吗
[117:31] 我觉得一定会有
[117:32] 一定会有
[117:33] 但是这块其实会比较微妙
[117:34] 就是我们团队有另外一个同学
[117:36] 他之前是做一款剪辑软件
[117:39] 然后后来也是被腾讯收购了
[117:42] 然后他其实给我说了一个
[117:43] 很好玩的一个观点
[117:44] 就说做垂直2c的应用
[117:46] 很难的
[117:47] 一种模式是什么
[117:48] 就是比如说你要给剪辑师
[117:50] 做一款更好的剪辑agent
[117:53] 他说这是非常非常难的
[117:54] 因为专业的人士
[117:55] 会对这有极高的要求
[117:57] 这个用户会有一种
[117:58] 从风险控制的角度来看待这个事
[118:00] 就比如说你一个工作流很复杂
[118:02] 你但凡有一个环境没做好
[118:03] 那对这个专业人士来说
[118:04] 这个东西就是零分
[118:06] 因为它是一个惩罚关系对吧
[118:07] 你就不能用
[118:08] 但是你应该做一种
[118:09] 什么样的agent呢
[118:10] 是做一个给非剪辑师用的
[118:12] 但是却有剪辑需求的人做的agent
[118:15] 比如说自媒体
[118:16] 这样的话其实
[118:17] 你会变成一种给
[118:18] 原本就有这个需求
[118:19] 但做不了的人
[118:20] 它是一个竞争力
[118:21] 这个我觉得是非常重要的一点
[118:23] 这其实这句话
[118:24] 其实影响了我们很深
[118:25] 我们现在经常跟我们的用户
[118:26] 或者这个别人交流
[118:27] 他们常说
[118:28] Nanus虽然我们在做一款通用agent
[118:30] 他很像人
[118:31] 但是我们从来不以
[118:32] 替换人的思路来想这个事
[118:34] 因为如果你要给别人一种
[118:36] 说我要替换人的
[118:37] 这样的一个心智的话
[118:38] 所有人都会从一个
[118:39] risk control的想法去想
[118:40] 就我刚才讲的
[118:41] 就你但凡一个环节不同
[118:42] 就是不同
[118:43] 但是其实你应该是一种
[118:44] 提升人的思路去想
[118:46] 让你现在已经最高效的雇员
[118:48] 或者说你是一个自屈的一个人
[118:50] 你获得了这攻击之后
[118:51] 你能让你的产能提升
[118:53] 那这是一个更良性
[118:54] 且更现实的一个做法
[118:55] 所以这个生态还会怎么样
[118:57] 除了有通用的agent
[118:58] 然后有垂直的2B的agent
[119:00] 还有呢
[119:01] 我觉得会有很多偏娱乐的agent出现
[119:04] 当然也就是2C的
[119:05] 广义的2C嘛
[119:06] 当然这可能就是接下来
[119:07] 看怎么走吧
[119:08] 现在我也看到一些
[119:09] 比较有趣的一些尝试
[119:10] 比如说
[119:11] 比如说那个
[119:12] 我就不说具体名字吧
[119:13] 他们做的可能就是
[119:14] 给每一个人做一个虚拟的agent
[119:16] 然后让agent以代理的形式之间
[119:18] 进行社交
[119:19] 我觉得这都挺好玩的
[119:20] 但我觉得我实在是没有
[119:21] 这方面的insight
[119:23] 所以
[119:24] 这种产品感觉适合OpenAI做
[119:26] 你说OpenAI吗
[119:27] 我觉得OpenAI适合做所有产品
[119:30] 你觉得OpenAI会抢夺你们的生态位吗
[119:33] 我觉得一定是会有竞争的
[119:34] 但是我们现在观察到的现象是什么
[119:36] 首先就是在XGBT agent出来之前
[119:39] 我们可能要经常回答的一个问题就是
[119:41] OpenAI做了你们怎么办
[119:42] 他们做了
[119:43] 他们做了对
[119:44] 但是很明显效果是不如Manager
[119:45] 为什么呢
[119:46] 我刚才讲到就是
[119:47] 我们其实是能用市面上所有最好的选择
[119:49] 而OpenAI它仍然是在它的领域有所专长
[119:52] 这是第一点
[119:53] 第二点是什么
[119:54] 其实跟他们的一个用户心智有关
[119:56] XGBT agent仍然是XGBT的一部分
[119:59] XGBT我觉得它是一个打透了的产品
[120:01] 就是XBOX的战争已经结束了
[120:03] 所有的用户都在使用XGBT
[120:05] 但实际上有agent需求的人
[120:07] 客观来说是少了一个量级的
[120:09] 对
[120:10] 所以我们其实一直是在自上而下去做
[120:12] 就是我们一开始触达的用户
[120:13] 其实你想Mindless在美国是怎么活起来的
[120:16] 其实都是一开始像什么Patrick Collinson
[120:19] 然后Jack Dorsey
[120:20] 就这些硅谷精英们
[120:21] 他们发现这个东西真的好用
[120:23] 能给自己提效
[120:24] 所以一直都是在服务一个
[120:25] 相对比XGBT单价更高的用户群
[120:27] 其实对于那种比如说快速的问答
[120:30] 或者一些低价任务
[120:31] 包括我自己我也是不用Mindless
[120:32] 我都用XGBT的
[120:33] 所以我觉得这是一个分层的一个市场
[120:35] 我们会长期专注为真正有高价值需求的人
[120:37] 提供他能找到的最好的AI
[120:39] 而不是跟XGBT去抢夺一个
[120:41] 就是最广的底层的这个用户群
[120:43] 所以XBOX和agent用户
[120:45] 不完全是一拨人
[120:47] 它是不完全重合的
[120:49] 它不完全重合
[120:50] 它们包括你们
[120:51] 对它们包括我们
[120:52] 但是实际上我们一定要去满足的
[120:54] 就是那些有最高质量需求的用户
[120:56] 就是他这些人肯定用过XGBT
[120:59] 但是他们仍然会选择Mindless
[121:01] 是这样的一群人
[121:02] 其实是XGBT没有把这个部分的
[121:05] 用户需求满足好
[121:07] 是的
[121:08] 或者就是说
[121:09] 我们得保证我们永远能提供
[121:10] 比XGBT的agent更好的体验
[121:12] 那这是现阶段
[121:14] 那我们现在
[121:15] 未来呢
[121:16] 未来他们会赶上来吗
[121:17] 那我们也会赶上这个
[121:18] 就我常说就是
[121:19] 小公司怎么跟大厂竞争
[121:21] 就赶紧成为大厂
[121:23] 你们现在距离大厂还有多远
[121:25] 还很远
[121:26] 但是在座了
[121:27] 在座
[121:28] 长期来看
[121:29] 理想状态的Mindless
[121:30] 应该是什么样的
[121:31] 理想状态Mindless
[121:32] 其实我想回到
[121:33] 刚才我们谈了一个问题
[121:34] 但没说完
[121:35] 就是说
[121:36] 边界是什么这三件事
[121:37] 刚才讲到
[121:38] 其实有三个系统
[121:39] 系统中三个元素
[121:40] 一个是模型
[121:41] 一个是环境
[121:42] 一个是用户
[121:43] 其实我们觉得
[121:44] 我不敢说未来形态吧
[121:45] 因为对于创业公司来说
[121:46] 我们就聊三个月后的事都很慌
[121:47] 你就聊接下来这三个月内
[121:49] 我们会关注一点
[121:50] 其实是用户
[121:51] 其实也是一种边界
[121:52] 也是一种瓶颈
[121:53] 是什么就是
[121:54] 现在无论agent多么智能
[121:55] 或者就是说Mindless跟拆爆相比
[121:57] 有一个最大的变化
[121:58] 就是它输出
[121:59] 不简简单单是一段话
[122:00] 是一个action
[122:01] 是一系列action
