[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[145:50] 发现的增长这个我觉得一定一定会发生
[145:52] 然后数学家们会扮演一个什么样的角色
[145:55] 数学家们我觉得会扮演的角色就是他们能够提供最好的直觉
[146:00] 他们会是能够提供的百分之零点零一的直觉说哪一些数学问题比起哪一些数学问题更值得我们去集中算力去解决
[146:08] 就我我我可能会讲一个
[146:11] 这个这部分会听起来显得我非常激进
[146:14] 我觉得这个就好像说是很多不同领域的数学家他们比如说三四十个人
[146:19] 或者说
[146:20] 十几二十个人会聚起来去谈论说我们的wishlist我们未来希望的这些问题被解决
[146:27] 然后这些问题的重要性这些问题的连接性也就是说如果你解决了这个你应该能够把这一些都解决
[146:34] 这样的这个过程可能会是他们的主要的数学工作
[146:38] 然后实际上是由这个AI数学家去解决这一些问题
[146:43] 嗯比如说如果我们就当然是两种情况我们人类有可能有有限的算力能够
[146:49] 去我们人类决定花在数学的发现探索上
[146:53] 另外一种情况是我们其实某种程度上能有很多很多的算力我们可以花无限的算力
[146:59] 在在在这个数学探索上这个当然也包括说
[147:02] 比如说现在我们可能能够用更少的算力做更好的事情
[147:07] 如果是有限的话数学家其实他们某种程度上就是这个资源分配者他们的直觉告诉我们说我们应该比如说200个h200花在这道题上8000个h200花在
[147:18] 这个前某种程度上算力就会出现了
[147:20] 呃去去与这个数学家对于这个数学题的重要性
[147:24] 某种程度上画一个画一个等号
[147:26] 这是个资源分配问题如果我们现在在一个无限算力的这样的一个一个情景下的话那就是
[147:32] 像是那个的米萨萨比斯那个thinkin game思考游戏那个纪录片里面有一刻他在一个这样的一个会议室里面他说
[147:41] ofa fold已经就是做出来了他们刚拿了那个奖现在下一步是什么呢他的手下的一个一个科学家就说我们做一个平台吧让这些结构性生物学
[147:50] 可以去呃呃去提交他们希望被折叠的这个蛋白我们折完了我们给他发回去
[147:55] 等密室坐在这个桌子上就问说有多少个蛋白
[147:59] 然后他说有200个米脸2亿个蛋白
[148:02] 然后等密室把笔扔在桌子上然后就说结束会议吧就是fold everything that was astupid idea那个平台为什么你去做一个平台呢你可以把所有的东西都折了
[148:11] 如果我们在一个无限的算力上的情况下我们就要做这件事情我们要把所有能够人类想到的好奇的数学问题全部解决所有
[148:19] 应用科学家物理学家他们就是很在意的一些问题比如说
[148:24] 很有意思的一件事情中国剩余定理现在被mit的这个ela fit去用在研究这个有多少个神经元能够叠起来这个neural capacity
[148:33] 这个空间里能够有多少个神经元这样的一系列的研究中我们做梦也不会想到数论会与初等数论会与
[148:41] 会与这个计算机神经科学理论神经科学
[148:44] 产生关系另外一个例子比如现在整个的这个法律与经济这个这个文献都是
[148:49] 两个人一个是斯坦福法学院的这个Mitchell Polanski我当时上了他的law and economic法律经济seminar
[148:56] 然后另外的一个是Steven他是在这个mit我忘了他的last name
[149:00] 但他们两个人就有非常多的
[149:02] 就是关于法律与经济怎么样去想比如说我有一个刑法有多少是
[149:06] 用来
[149:08] 让这个社会不要犯罪有多少是实际上是对这个
[149:12] 人他个体的某种程度上的修正与惩罚
[149:16] 这个过程可以拿就是微微微分方程
[149:19] 去他
[149:20] 就是有非常非常多的我在法学院的时候就是
[149:22] 还帮他算了挺多微分方程
[149:24] 就是能够去去去去解
[149:26] 就是数学其实可以被应用在
[149:29] 这个Tim Gower菲尔兹奖他有一个非常著名的一个
[149:34] 一个一个话就是为什么我们国家基金委什么的需要去继续给
[149:38] 纯数学去提供这个经费呢
[149:41] 是因为数学是一个生态系统
[149:43] 你有纯数学你就有应用数学
[149:45] 你这个纯数学
[149:46] 如果死了你应用数学也就没了
[149:49] 你你可能确实觉得你作为一个一个政策上
[149:52] 这些应用数学更与实际的这个市场啊
[149:56] 与社会更有关系
[149:57] 但是如果你不去做这些基础科学的这个
[150:00] 当然这个也与其他就是学科比如生物的基础科学也是一样的一个
[150:05] 一个一个一个一个一个一个一个一个论点吗
[150:08] 就是说你一定要去
[150:10] 进行通过理论层面上的发现
[150:12] 我认为从数学Math然后到code
[150:15] 到这个这个编程去
[150:17] 在软件层面上去
[150:19] 做一些甚至就可以到real world testing
[150:22] 实际世界上的一些验证
[150:24] 数学和代码某种程度上是孪生兄弟
[150:26] Math is code and code is math
[150:28] Math is code因为有一个叫做
[150:29] Curry-Howard对应
[150:32] 就是它是一个
[150:32] Lin就是基于这个我每一个数学证明可以变成一个
[150:36] 一个计算机程序
[150:37] Code is math为什么
[150:38] 因为code现在我们发现为什么backend
[150:41] 甚至是整个distributed system的web coding
[150:44] 没有办法做到像就是做一个网站这样这么好
[150:49] 就是因为它有很多的一些
[150:52] 没有办法backtrack没有办法做很好的
[150:54] 就是hierarchical就是分
[150:57] 分级的这种拆解
[150:59] 对这些能力其实某种程度上数学能够给到它
[151:02] 然后数学和编码的这一对孪生兄弟是
[151:06] 一个你能够在我们现在这个人类世界上
[151:09] 有这个验证的验证信号的一个一个一个一个方面
[151:13] 另外一个部分其实就是
[151:15] 实际世界里的这个
[151:17] 实验对吧比如我扔一个鸡蛋
[151:19] 它的重力会到这个地上鸡蛋会碎
[151:21] 就是这些实际世界里给我的reward
[151:23] 所以我觉得我们的AGI的这个word view
[151:26] 就是数学然后编程
[151:28] 然后实际的这些reward testing
[151:30] 然后everything else
[151:31] 嗯对
[151:33] 你觉得在AI for math的领域会诞生
[151:35] 类似于chartGBT时刻吗
[151:37] 我觉得会然后我觉得就是
[151:39] 如果有这样的一个chartGBT时刻
[151:41] 它不单只是数学
[151:43] 它一定还会有一个就是coding代码的这样一个部分
[151:47] 其实
[151:49] 其实这个事情其实挺有意思
[151:50] 就是我们做的这个东西很多人觉得是
[151:53] 嗯它对就是验证它有很大的这个意义
[151:56] 然后对另外一些人觉得
[151:58] 这个对超级智能或者说就是数学推理有很大的意义
[152:01] 它其实某种程度上这两者是是合一的
[152:04] 嗯这个我觉得比较
[152:07] 就是这是一个可能不太明显的一个一个点
[152:10] 就是我们我们是在做一个就是AI的一个数学家
[152:14] 但是我们又同时是通过形式化证明
[152:17] 就是加入进传统的
[152:18] 就是我们又同时是通过形式化证明
[152:19] 比如说就是LM推理这里面去去做的
[152:22] 所以我们产生的这个输出是可以比如说几千行就是LIN的这个代码
[152:28] 然后这个东西它完全可以就是自我验证
[152:30] 如果我觉得有这样的一个chartGBT时刻的话
[152:34] 它某种程度上产品一定要加进来
[152:36] 就是这是一个我觉得我们时时刻警醒自己
[152:39] 就是作为一个就是在把这个系统就是能力见到越好的时候
[152:45] 其实要要记住就是说某一天这个东西一定是要尽快的去
[152:49] 产品推出和落地
[152:50] 这是一个点
[152:51] 然后我其实觉得就是有一个chartGBT时刻
[152:56] 然后前年可能一般有一个比如说有点像当时早期的时候大家说就是AlphaGo时刻
[153:01] 其实我觉得AlphaGo时刻对我来说是两个时刻
[153:04] 第一个时刻其实可能是这个Google DeepMind
[153:08] 2024年拿到的这个28分硬盘
[153:11] 另外对我自己个人的一个AlphaGo时刻其实是在今年的就1月份的时候
[153:18] 就是Axiam他去能够Axiam Prove证明像File Conjecture
[153:23] Vendor Partial Vendor Conjecture这一些包括同时i think
[153:26] 就是DeepMind有一个Alythia那是一个非形式化的
[153:31] 那是一个就是自然语言的一个他也证明了一些研究问题
[153:35] 其实我觉得是这 2个时刻吧
[153:37] 一个是outside数学 一个是研究数学
[153:39] 你觉得AF4MAP他会沿用就是大语言模型的这一套整个的技术范式吗
[153:45] 还有这个会在下面上面做新的创新
[153:48] 我觉得就是它是一个很好的
[153:50] 你想试什么试什么的一个环境
[153:52] 就是我们环境它是一个
[153:55] 它是它是一个就是
[153:56] 它是一个很好的一个设置
[153:58] 就是你可以在上面去试
[154:00] 你认为一些会成功的一些事情
[154:03] 然后这个可能在别的一些
[154:05] 没有那么
[154:06] clean 的一个 domain 上不好做
[154:08] 就是在我们这里我觉得我们可以做
[154:10] 然后比如说
[154:11] 我觉得差不多 AI for math 有一套范式
[154:14] 对吧就是从 draft sketch and proof 开始
[154:15] 2022 年的一篇文章
[154:17] 首先呢你让这个
[154:19] informal 的模型给你列个提纲
[154:21] 其次呢你把这个提纲变成 formal 的
[154:24] 变成 lean 的
[154:25] 然后呢你再把这一些中间 sorry
[154:27] sorry 是 lean 里面的一个
[154:29] 一个一个 tactic
[154:30] 一个一个一个语法
[154:32] 他这个 sorry 的意思就是说我这一块
[154:35] 我不给你证
[154:36] 但是你你知道就是他一定是对的
[154:39] 相当于是让
[154:40] 让让你把它 take it for granted 的
[154:42] 这样的一个
[154:43] 就是第一步就是 draft
[154:45] 提纲 informal
[154:46] 第二步 sketch
[154:47] 这个提纲 formal
[154:49] 第三步 proof
[154:50] 把中间的 sorry 全填上
[154:52] 其实填 sorry 有好几种方式可以填
[154:53] 你可以拿这个 AI 去填
[154:55] 你可以你可以拿一个就是有 neural network 的
[154:58] 你也可以通过一些
[155:00] 就是原来 ATP 的那一些纯
[155:02] 规则的没有这个
[155:04] 没有这个 rule base 的没有这个 AI 的这个
[155:07] 去拿这些东西去填
[155:08] 就是让他自动的比如说 hammer
[155:10] lean 里面有一个东西叫做 hammer
[155:12] 就是 hammer 就是顾名思义一个一个斧头
[155:14] 斧头就是我一斧头下去这个 sorry 就没有了
[155:17] 这个 lean 这个 hammer 的这个历史其实特别有意思
[155:20] 很早以前其实有
[155:23] 其他语言像 isabel 是另外的一个定理证明的语言
[155:27] 然后另外一个定理证明的语言叫做
[155:30] coq 后面改名叫 rocq rock
[155:33] 他们就是有 hammer 了
[155:34] 就是说有一篇非常 match new hammer 他是
[155:38] 我如果记得没有错的话
[155:39] 他是 isabel 的一个一个一个 hammer
[155:42] lean 里面一直没有一个 hammer
[155:43] 直到我记得去年6月有一篇文章就是
[155:47] you 的几个人出来一个 lean hammer
[155:50] 但是 lean 的 hammer 他并不足够
[155:53] 他的这个就是功能并不够涵盖所有其他的
[155:57] hammer 的尝试
[155:59] 所以大家就是我们当时就有跟 lean
[156:01] 的这个创始人 leo de mora 我们说
[156:04] action 希望能够就是做一个就是我们给你
[156:07] basically 我们给你赞助
[156:08] 你能帮我们找人做一个
[156:10] 全部开源的给所有社区的一个
[156:12] lean hammer 吗
[156:13] 后来这个他们可能是人力上就是不够人
[156:17] 他们不是说没有这个资金
[156:18] 所以这个事情没有做成
[156:20] 但是到就是今年的时候有一个
[156:23] 新的一个东西出来的叫做 grind
[156:24] grind
[156:26] grind 这个其实某种程度上
[156:28] 他能够解决很多的数学的问题
[156:30] 我曾经见过一些其他的
[156:32] ai for math 数学公司他有做一些 demo
[156:35] 其实那些题
[156:36] 呃你如果 grind 一下
[156:37] 甚至他都能直接给你做出来
[156:39] 这里面没有任何 ai 的一个成分
[156:41] 我们觉得的这个世界是
