[00:06] 然后我们这里可以看一下DeepSeek R1的paper
[00:09] 它的标题叫做
[110:24] 我要先做什么再做什么
[110:26] 这是规划能力
[110:28] 这样能力就是
[110:29] 自我验证能力就是说
[110:31] 我能不能自己验证一下自己中间有没有做对
[110:34] 还有一个事情是reflection反思
[110:38] 模型有没有就是能够就是在中间反思自己
[110:41] 自己的就是是否在对的路径上
[110:44] 这的这样子能力
[110:45] 还有就是探索就是说能不能让模型
[110:47] 比如再发现一条路径是行不通的时候
[110:50] 他能不能就自己绕到别的路径进行探索
[110:53] 他把这些就是比较本质的
[110:55] 以及就是比较重要的这样子就是推理的
[110:58] 推理的模板
[110:59] 通过就是长思维链的方通过通过自己手写一些长思维链的方式
[111:04] 直接交给模型
[111:05] 然后再进行强化学习
[111:08] 然后接下来我们看其实他的整个包括就是整个
[111:14] 任务设置以及他的强化学习算法
[111:17] 其实都跟DeepSync R1类似
[111:20] 他的强化学习算法是另一个变种
[111:22] 但是其实思路都是一样的
[111:24] 就是说我现在有一堆回复
[111:26] 然后我先算出哪些相对好
[111:28] 哪些相对坏
[111:29] 对于好的我就学对于坏的
[111:31] 我就就是忘了他们
[111:33] 然后同时我确保说我这个正在学的这个算法
[111:36] 他不要离我最开始的这个样板算法离太远
[111:39] 大概思路都是这样子的
[111:41] 而且也是非常简洁的表述
[111:43] 就是应该不会有特别大区别
[111:45] 他用的不是这个GRPO的算法对吧
[111:47] 对对对他不是他自己提了一个
[111:50] 叫做A variant of online policy mirror descent
[111:54] 就是自己提了一个算法
[111:55] 这里其实他也没有解释清楚说就是
[111:57] 为什么不要用GRPO之类的
[111:59] 但是整个算法其实你从他的整个目的也好
[112:02] 或者说他的整个就是梯度也好
[112:04] 其实看起来跟GRPO是比较类似的
[112:07] 我的猜测是可能就是差别不会很大
[112:10] 对然后我们接下来可以看一下一个事情是说
[112:14] 我们刚刚在DeepSync R1中有看到说
[112:17] 就是这个模型会自动的蹭蹭蹭的
[112:19] 长自己的就是回复的长度
[112:21] 这当然是个好事就是相对于部长而言
[112:24] 但是说当我们就是开始
[112:26] 把这东西当做一个就是
[112:28] 当我们把当这个模型已经开始能自我正常长度
[112:31] 我们希望进行优化的时候
[112:32] 我们可能就希望这样模型不要的长度不要过长对吧
[112:36] 就是你都能解答解决问题的话
[112:38] 那我们肯定希望500个token还是会比1000个token
[112:40] 或者2000个token好就是越短越好
[112:43] 但是我们希望他对
[112:44] 所以在这里其实K1.5
[112:45] 他有一个非常简洁的就是Lens Penalty
[112:48] 就是奖励惩罚的机制设置
[112:50] 他这里其实就是在我们这样的就是Rule based
[112:53] 这样子的规则奖励中加了在右额外的
[112:56] 加了一项
[112:57] 你想他的逻辑其实非常简单
[113:00] 就是他的他的逻辑是这样子
[113:02] 就是说
[113:03] 如果说你做错了
[113:06] 那你最好要越短越好
[113:08] 那你还是短点好
[113:09] 如果你做对了
[113:11] 那很好
[113:12] 但是我希望更短
[113:14] 大概是这个逻辑
[113:15] 就是说所有所有的回复里面
[113:18] 我们都希望短的
[113:19] 然后但是如果你做对的话
[113:20] 那么还是会给你很大很大的奖励
[113:22] 对
[113:23] 其实就非常直观
[113:25] 你现在
[113:26] 你希望这个模型想要怎么样
[113:27] 你希望让他就是尽量的短一些
[113:29] 但还能做对
[113:30] 那你就把这东西写成一个规则
[113:32] 然后告诉模型
[113:33] 他其实就能慢慢学到
[113:35] 这个是跟Deep Sea有点不一样
[113:37] 对
[113:38] Deep Sea他其实没有提到有这么一项
[113:40] 对
[113:41] 他会影响输出的长度吗
[113:42] 我觉得会的
[113:43] 他其实这里面就是K1.5
[113:45] 他一个目的就是希望输出尽量的少
[113:47] 包括他们后面除了这样子一个R1这样的
[113:50] 就是长思维链模型之外
[113:51] 他们还有一个叫做
[113:53] 从长思维链转成的短思维链模型
[113:55] 就是希望它更短
[113:56] 但就是用户体验更好
[113:58] 但是就是因为有时候
[113:59] 用户希望他能赶快回复
[114:01] 但是同时保留了一些高性能的
[114:04] 就是这种推理能力
[114:05] 对
[114:06] 就是这里会有一些trade off
[114:07] 然后他们在做
[114:09] 但是Deep Sea的输出
[114:10] 我感觉Deep Sea的输出
[114:12] 一直都比Kimi要长一些
[114:13] Kimi的输出比较短
[114:15] 我觉得你这观察应该是真的
[114:17] 因为你可以看到他们
[114:18] 就是技术报告里面
[114:19] K1.5他们其实是有
[114:20] 他们是有心的在控制
[114:22] 希望输出长度变短
[114:23] Deep Sea至少从文章中来看
[114:25] 他没有提到
[114:26] 有这么一项就是设置
[114:28] 但是我感觉用户其实是希望
[114:30] 他多说一点的
[114:32] 这样子吗
[114:34] 看什么回答吧
[114:35] 就是Deep Sea这次明显让我感觉到
[114:38] 他的回答很有情商
[114:39] 就是他是有情绪价值的
[114:42] 这个挺有意思的
[114:44] 我没有意识到
[114:45] 对
[114:46] 那我觉得可能就是有些时候
[114:47] 比如说因为这个模型
[114:48] 有的时候可能是在一个
[114:49] 就是除了跟用户职业互动外
[114:51] 可能也是一个API的形式
[114:52] 在一些服务中
[114:53] 在这个情况下
[114:54] 可能就是确实
[114:55] 就是是越短越好
[114:56] 就是对
[114:57] 我觉得就是会有一些
[114:58] 这样子的权衡在里面
[114:59] 理解
[115:01] 对
[115:02] 然后现在他又提了一个技巧
[115:03] 就是就是他该怎么样
[115:06] 就是他每次REL的时候
[115:07] 就是你会问这个模型
[115:08] 你会给这些模型一些题
[115:09] 让他做对吧
[115:10] 然后你告诉他你做对了
[115:11] 你做错了
[115:12] 这大概是整个强化学习
[115:14] 在做的事情
[115:15] 然后在这里的话就是K1.5
[115:16] 然后在这里的话有一个事情
[115:18] 在生动求走的论文中
[115:20] 没有提到的
[115:21] 其实就是你该给他什么样的题
[115:23] 很有可能他们可能就是说
[115:25] 我现在有个题库
[115:26] 那我就每次就随便抽着给他
[115:27] 这应该也是最标准的做法
[115:29] 然后在K1.5里面
[115:30] 他们常是一个事情
[115:31] 叫做就是课程学习吧
[115:34] 或者就是说
[115:35] 在刚开始的时候
[115:37] 你给他简单的题
[115:39] 然后后面他能力提升了
[115:40] 你再给他一些难的题
[115:42] 或者说你让他的题
[115:44] 就是你给他的题
[115:45] 一直是让他就是
[115:46] 有一点能做对的空间
[115:47] 但是又比如说可能做十次
[115:49] 能对一两次
[115:50] 或者这样子的
[115:51] 就是说给他一些难度的问题
[115:53] 一度适中的题
[115:54] 然后就K1.5的时候
[115:55] 他尝试了这样子的一个
[115:56] 叫做curriculum sampling的方式
[115:58] 给模型一直
[116:00] 就给模型
[116:01] 与他能力所匹配的题目
[116:03] 让他做
[116:04] 这样子的话
[116:05] 模型能学得更快一些
[116:07] 对然后这就是他另一个技巧
[116:08] 然后我们接下来看了
[116:09] 其实就是他这个
[116:10] 比较关键的一点
[116:11] 其实也就是
[116:12] 他数据是怎么构造的
[116:15] 然后另一点可以值得提的性是
[116:17] K1.5其实在某种方面上
[116:19] 做比DeepSeek是要全面的
[116:20] 因为它是个多模态模型
[116:22] 就是它同时
[116:23] 能支持视觉图片的这种输入
[116:26] 然后所以说在K1.5
[116:27] 它这个数据构造中
[116:28] 也就是覆盖了不
[116:30] 不仅是文本数据
[116:31] 也有一些这样子的视觉数据的构造
[116:34] 然后在这里他就说
[116:35] 我们是怎么样在各种
[116:37] 方向上构造数据的
[116:38] 然后在代码中的话
[116:39] 其实是在代码中
[116:41] 其实更多的例子是说
[116:42] 就是我们可能有这样子的
[116:44] 也就是关于问题的描述
[116:46] 我们可能有的时候
[116:47] 有一些范例的这些
[116:48] 这些就是算法答案
[116:50] 然后他们用了路股的一个
[116:51] 就是自动生育
[116:53] 一个就是答案
[116:54] 一个就是test case
[116:55] unitest这样子的生成器
[116:57] 就是它能够自动生成
[116:58] 一系列的就是小程序
[117:00] 它能够
[117:01] 然后你跑一遍
[117:02] 你就知道你这个
[117:03] 你写的算法是否符合要求
[117:05] 这样子的一个软件
[117:07] 然后来生成了一系列的test case
[117:11] 然后通过这些test case
[117:12] 你就可以就是在代码
[117:14] 这个方向上获得可验证性
[117:16] 然后在于在数学这边
[117:21] 他们其实做的非常有意思
[117:23] 在数学这边
[117:24] 我们之前提到
[117:25] 首先我们之前
[117:26] 提到就是说
[117:27] 如果你用了这样子的
[117:28] 就是奖励模型的话
[117:29] 你会有可能会遇到所谓
[117:31] 就是reward hacking状态
[117:32] 就是模型会
[117:34] 模型会就是
[117:35] 模型会就是
[117:37] 不好意思
[117:38] 我们刚刚提到就是在
[117:40] 在强化学习中
[117:42] 如果说模型性能过强
[117:44] 然后同时奖励模型过弱
[117:46] 的话就会遇到所谓的
[117:47] reward hacking情况
[117:48] 这样子的话
[117:49] 模型其实
[117:50] 不会缺到我们想要的结果
[117:52] 然后但在这里面
[117:53] 可以讲全他们卖出来一部
[117:54] 就是他们其实是用了
[117:55] 奖励模型的方式
[117:57] 来做了数学方面的就是奖励
[118:00] 在这里其实
[118:01] 他们的motivation也是非常简单
[118:03] 因为就是
[118:04] 如果你有rubase
[118:05] 其实很多斗面
[118:06] 你是很多方向
[118:07] 或者很多数学题
[118:08] 你是很难
[118:09] 很难就是进行评估的
[118:11] 比如说他给了你一道证明
[118:13] 对吧
[118:14] 你这时候你拿rubase
[118:15] 可能就很难解释说
[118:16] 这个东西它是对是错
[118:17] 这时候你可能还是会需要
[118:18] 一些这样的神经网络进行评估
[118:20] 在这里的话
[118:21] 他们其实测试了两种方法
[118:23] 一个是最传统的方法
[118:24] 一个是最传统的奖励模型
[118:27] 我喝口水
[118:28] 好的
[118:32] 我继续
[118:33] 在这里
[118:34] 我其实这些奖励模型的设置
[118:35] 跟传统的就是rhf中的奖励模型
[118:38] 会有点区别
[118:39] 在rhf中的话
[118:40] 奖励模型的输入
[118:41] 只是就是问题和答案
[118:44] 就是问题以及模型的回复
[118:46] 然后你告诉他
[118:47] 模型回复好还是不好
[118:48] 他其实不知道标准答案是什么
[118:50] 当然这些确实
[118:51] 你在就是通用的rhf场景里面
[118:53] 也比较难
[118:54] 比如说你让他生成一篇文章
[118:56] 你这样说
[118:57] 你能给他一个标准答案的话
[118:59] 意义也不大
[119:00] 也没有那么方便收集数据
[119:01] 然后在这里面数学数学
[119:03] 他们就是这个奖励模型
[119:05] 他的输入除了问题模型的回复之外
[119:08] 他还会有一个标准的参考答案进行输入
[119:11] 所以说这个难度其实会降低很多
[119:13] 因为模型已经知道一个参考答案长什么样子了
[119:16] 所以这是模型的输入
[119:18] 然后他输出就是这个答案对还是错
[119:20] 在这里面他尝试了两种
[119:22] 一个是就是传统的奖励模型
[119:24] 第二个是就是这样的思维链奖励模型
[119:26] 传统的奖励模型
[119:28] 其实是传统的奖励模型
[119:31] 他的构造方法是说
[119:32] 我现在有个圆模型对吧
[119:33] 然后我可能
[119:34] 然后我不让他输出token
[119:36] 我不让他就是输出一句话
[119:38] 我把他的就是输出的这样的一个激活值
[119:41] 给他接到一个小的神经网络上
[119:43] 可能就一两层的就是这样子的MLP
[119:46] 然后我直接接一个
[119:48] 然后我直接让他接一个softmax
[119:51] 或者softmax预测说
[119:53] 就是这个答案是对是错
[119:56] 这样子其实说你整个
[119:58] 你让整个整个模型
[119:59] 就把它整个直接变成了一个
[120:01] 就是给定输入
[120:02] 然后判断对错了这样的模型
[120:04] 然后这些也是最传统的
[120:06] 大部分RHF模型的做法
[120:08] 然后在这样子他发现说
[120:10] 他能够获得84%的精度
[120:13] 然后另一个是最近比较新的
[120:15] 去年有谷歌以及斯坦福的一些研究员提出来的方法
[120:18] 叫做思维链奖励模型
[120:20] 他的方他的建议是说
[120:23] 语言模型他自己是就是为了做
[120:25] 就是语言输出进行优化的对吧
[120:27] 他自己一直他的本质目的是做语言输出
[120:30] 同时我们现在他能看到他能做非常好的思维链
[120:33] 思维链能提升他回复的质量
[120:35] 那么为什么我们不把这个奖励模型
[120:37] 这个任务也变成一个思维链任务呢
[120:39] 所以这里面他的他们的做法是说
[120:42] 我们不让他我们就把语言模型
[120:46] 当做语言模型用
[120:47] 给他我们刚刚说的问题
[120:49] 标准答案以及模型的答案作为输入
[120:53] 然后让他自己输出一个思维
[120:55] 思维链思维链中可能就会说
[120:57] 让我来看看这个模型的答案
[121:00] 跟标准答案比怎么样
[121:02] 他可能这个地方差不多
