[00:03] Hello 大家好,我是小骏
[00:04] 2026年,大模型战争全面升级,揭开了第二幕
[137:30] 非常去强调多么它之中是不是促进智能
[137:33] 这个事情的
[137:34] 就是这个它有没有促进智能
[137:37] 认识你本身不关键
[137:39] 那多么它带来了什么
[137:41] 就我刚刚那两点
[137:43] 我觉得目前我只观察到这两点
[137:45] 我现在还不知道未来会不会带来
[137:48] 在一套新的架构上
[137:51] 会不会有一些新的东西
[137:53] 我觉得可能做多么太深层
[137:55] 也许会有一点点不一样
[137:58] 就是会深层它
[138:01] 可能会促进更好的感知
[138:04] 但是你要是纯
[138:06] 说把你的感知的维度给它扩大
[138:09] 可能你是不太会促进智能的
[138:12] 但是如果你能深层它
[138:13] 也许是能促进智能的
[138:15] 这是我的一个猜测
[138:17] 但是深层现在还是一个科研问题
[138:21] 或者说
[138:23] 把深层跟理解
[138:26] 做到一个统一的架构里面
[138:28] 目前还没有
[138:30] 肯定到非常大的算力
[138:33] 的把梦想
[138:35] 大部分的深层的架构
[138:37] 还是纯附深层的
[138:39] 就是它并没有理解的智能
[138:41] 那你对于Omni这个模型的
[138:44] 目标是什么呀
[138:46] 你设计它的目的是什么
[138:48] 我觉得截止到目前为止就是
[138:51] Agent它要行动
[138:52] 它是必须要具备多种模态的
[138:54] 其实是这样一个目标
[138:56] 但下一个目标我觉得不是这个
[138:58] 就下一个目标
[138:59] 可能还是想去探索到
[139:01] 说当你结合多个空间的感知
[139:04] 甚至你能去生成更多的
[139:06] 多模态的信号的时候
[139:08] 你会不会促进你对这个世界的理解
[139:11] 对
[139:12] 就是
[139:13] 但它就需要有一个
[139:16] 更直白说
[139:17] 它可能就需要有一个
[139:18] 跟现在的Agent框架
[139:20] 交互的更好的一个
[139:22] 视频生成的模型
[139:24] 为什么你们没有披露
[139:25] Omni的总参数量和激活参数量
[139:28] 留个
[139:30] 留点想象空间
[139:32] 给我们留点想象空间
[139:34] 就是我们相信
[139:36] 这个参数量可能能做到更
[139:38] 可能更接近于Pro的智能水平
[139:42] 虽然大家知道它比Pro小一些
[139:44] 只是小一些是吗
[139:46] 对
[139:47] 但是我们相信
[139:48] 它们俩能够互相迭代
[139:50] 我们希望它们俩能够互相
[139:52] 你提升我
[139:53] 我提升你
[139:54] 我们希望这么做
[139:55] 它们Pro谁更重要
[139:57] 当然Pro更重要
[139:59] 但就是纯语言空间去
[140:01] 做通非常
[140:04] 多的前置的研究是更重要的
[140:07] 那关于TTS
[140:08] 有什么值得话重点
[140:10] 我觉得TTS就是一个
[140:14] 就我觉得我们做TTS的东西是
[140:16] 我们想用我们自己认为一套优雅架构
[140:19] 去做一个大家都
[140:21] 用一个传统的架构
[140:23] 做起来很容易的一个事情
[140:25] 哦
[140:26] 其实你在试这个是
[140:27] 对对对
[140:28] 然后但是我们在这个事做完过后
[140:32] 我们发现用把它把
[140:35] 追求一个离散化tokenizer
[140:38] 在万亿小时的
[140:40] 不在那个上千小时的数据集上
[140:44] 进行训练过后
[140:46] 然后我们发现
[140:49] 这个模型的泛化力是非常高的
[140:51] 非常好的
[140:52] 但是但是我没有办法去对比说
[140:55] 我们去训一个很小的模型
[140:56] 它泛化力是不是真的没有这个好
[140:59] 至少我们目前得到这个模型
[141:01] 大家能看到它
[141:03] 你在给它输入很多风格化
[141:05] 多样的风格化的标签的时候
[141:08] 就不管是它会更智能
[141:13] 就是它会看到你的这个字本身
[141:17] 它会更通过推测你字表面的含义
[141:20] 去赋予它的情感和音率
[141:23] 对在这个事情上的泛化性上
[141:25] 我们是发现特别明显的
[141:28] 特别明显
[141:29] 因为我们只是简单的做了一些很客定的
[141:32] 几个场景的风格的数据
[141:35] 做sft和rl
[141:36] 就是很很刻板的几个风格化的场景
[141:39] 就是比如让它快点慢一点高兴悲伤
[141:42] 这种很刻板的风格化的场景
[141:44] 去做了这种风格的postertrain
[141:47] 风格化的postertrain
[141:48] 但是我们发现
[141:49] 你把那个style的标签
[141:51] 给它变成一些非常复杂自然语言的描述
[141:54] 它也能够遵循
[141:56] 这是它纯泛化出去的
[141:58] 这是我们在做这个的时候
[142:00] 发现到这种简洁的架构
[142:03] 加上超大规模的训练
[142:04] 带来的一个超强泛化力的一个外化的表现
[142:07] 但还很初期
[142:08] 所以我们这个TTS的模型
[142:10] 我认为效果是非常惊艳的
[142:13] 也就是说它的上限非常高的
[142:15] 然后但它下限
[142:17] 我们现在再慢慢的去
[142:19] 弥补
[142:20] 它有时候会不太稳定
[142:22] 所以我们现在目前只是一个限时免费
[142:24] 就开放出来API大家玩一玩
[142:26] 但不确保它真的能投入生产机可用
[142:29] 但很快我们会让它变成生产机可用
[142:33] 你之前在一个发布会上
[142:35] 画过一个通往AGI之路的图
[142:37] 然后你对比了人类的智能
[142:39] 就是一个生物演化的路径
[142:41] 它是一个正三角
[142:42] 然后倒三角是一个现在AI的发展
[142:44] 你觉得AI发展是一个空中楼阁
[142:46] 因为在人的进化中
[142:48] 最顶端才是语言
[142:49] 但是AI大圆模型极大的放大了最顶层
[142:53] 所以它是一个倒三角形
[142:54] 你觉得怎么能够拼接出AGI之路的图
[142:58] 你现在做的事情再往这条路上走吗
[143:01] 就我觉得现在大模型的演变逻辑
[143:03] 确实不能跟人
[143:05] 就完全不太一样
[143:07] 我觉得不一样的原因是环境不一样
[143:10] 就人演变的环境
[143:12] 跟模型演变的环境是不一样的
[143:14] 人演变的时候
[143:16] 哦
[143:17] 它是随着自然界的变化
[143:21] 为了生存
[143:23] 然后来进行演变的
[143:25] 但是大模型它好像一开始上来
[143:28] 不是为了生存
[143:30] 对
[143:31] 它以
[143:32] 它是为了什么
[143:34] 我不知道现在大模型有没有自己的价值观
[143:37] 但我们要硬给它赋予价值观
[143:39] 就是让它替代一部分的人
[143:41] 但它好像不替代它也不会死掉吧
[143:44] 它没有这种生存的危机
[143:45] 嗯
[143:46] 所以
[143:47] 所以大模型它可能更
[143:49] 我觉得它会
[143:51] 当没有生存的危机的时候
[143:53] 它反而会进化的更自由
[143:57] 然后更散漫更有创造力
[144:01] 对
[144:02] 就更快更不那么受约束
[144:04] 以及它现在的基础条件太好了
[144:07] 它有那么多算力可以用
[144:09] 然后它有人类宝贵的知识的起点
[144:13] 作为一个基础的起点可以用
[144:15] 还有那么多人帮它提升
[144:17] 所以感觉这两个环境完全不一样
[144:19] 所以进化路径就不太一样
[144:21] 语言之后模型的进化的下一步会是什么
[144:24] 或者哪怕在语言里细分coding之后
[144:28] 下一步会是什么
[144:31] 嗯
[144:32] coding它还是会有一个它非常好的一个主旋律
[144:35] 就是它要做一个很复杂的软件工程
[144:39] 嗯
[144:40] 以一步之大的开发
[144:41] 我觉得持续的时间越久
[144:44] 能做的开发的
[144:46] 复杂度不一定是代码量
[144:48] 只要是复杂度越高
[144:50] 比如说你写一个curl算子
[144:52] 它可能代码量并不高
[144:54] 但是你需要写了去
[144:57] 调试debug
[144:58] 看它是不是在真的训练中
[145:01] 提效
[145:04] 对真的有效果的提升
[145:06] 这个验证的环节有可能是长的
[145:08] 但是它这个代码量有可能是不长的
[145:11] 总之就是你要
[145:12] 参与到实际的这种项目开发里边
[145:15] 我觉得会确实是做code的一个非常大的主旋律
[145:19] 嗯
[145:20] 简而言之就是它替代的程序员越多
[145:22] 那么这就是它的主旋律
[145:24] 嗯
[145:25] 然后再外延到更广泛的生产力的场景
[145:30] 其实它确实是需要借助一个更强的一个交互方式的
[145:37] 就比如说飞树呀
[145:39] 然后WhatsApp Telegram
[145:41] 它都是一个很好的交互方式
[145:43] 它是降低你去跟它交互的这个
[145:44] 门槛和频率
[145:46] 然后其实一个更好的交互方式是
[145:49] 嗯
[145:50] 那就它就有个
[145:51] 它自己的身体嘛
[145:53] 对它可以到处移动
[145:55] 嗯
[145:56] 所以就是机器人肯定还是一个
[145:58] for交互的一个很好的
[146:00] 就是for智能体交互的一个很好的
[146:02] 必须会涌现出来的一个方式
[146:04] 对
[146:05] 所以它肯定还是会从屏幕上
[146:08] 跃出来到我们真实的空间
[146:10] 那么
[146:11] 但是机器人它本身的一个演变的
[146:14] 屏景有大概率可能是在硬件
[146:18] 对上次我们也聊到
[146:20] 就是在硬件甚至在电池本身上
[146:23] 当它进入到我们这种内部的封闭空间
[146:26] 然后甚至在一些灵巧手的灵活程度上
[146:29] 所以嗯
[146:31] 这些都会比Azure本身的进化
[146:34] 在语言空间进化要慢
[146:36] 你之前说Flash是通往Azure的第一步
[146:38] 现在到第几步了
[146:40] 感觉历程已经到了20%吧
[146:44] 20%
[146:46] 今年能走到百分之多少
[146:48] 百分之
[146:49] 我觉得至少能到六七十
[146:52] 那Azure很快了
[146:54] 对
[146:55] 我感觉两年内应该能实现
[146:57] 两年内能实现就过后
[146:59] 就是大部分人确实会失去掉自己
[147:03] 会抛弃掉自己原来的工作模式
[147:06] 然后生活模式被颠覆是更之后的
[147:10] 因为生活它并不产生生产力价值
[147:13] 然后工作是产生生产力价值的
[147:15] 所以你先会感受到是你的工作模式被颠覆掉
[147:18] 其次再是生活
[147:20] 然后你要真迈回到生活被颠覆掉
[147:22] 可能就是需要更多机器人
[147:25] 当然你不喜欢Azure这个词
[147:27] 也没有一个明确的定义
[147:28] 但是我觉得这里面
[147:29] 就是它的时间线被提前
[147:31] 这里面很关键的变量
[147:32] 就是能AI选AI了对不对
[147:34] 这确实是一个标志节点
[147:36] 因为它可以自体生嘛
[147:38] 就是它应该说它可以达到最
[147:41] 最
[147:42] 最巅峰的一群人的智能
[147:45] 因为它可以自己训练自己
[147:47] 它就能去创造新的研究
[147:51] 就是它有做新的研究的能力
[147:53] 这个确实是它自迭代的一个巅峰
[147:56] 自学习自迭代的一个巅峰
[147:59] 这个会是今年的大模型厂商的一个核心竞争点吗
[148:03] 就是你很难说去Fall
[148:05] 让AI选一个大模型去设计任务去针对去训练
[148:10] 因为它是一个更高阶的目标
[148:11] 你不会说一下去迈到这个目标
[148:14] 但大家最终所做的模型都会通往这个目标
[148:18] 如果你有最尖端的模型的智能
[148:21] 你最后都会去干这个事
[148:24] 但是它不是只能干这个事
[148:26] 在两个月前你认为AI有多远
[148:28] 我觉得至少两年以上
[148:30] 那会儿我确实这么认为的
[148:31] 你现在觉得两年以内了
[148:33] 你觉得你们新一代的这个模型
[148:36] 尤其是Pro和中国的这一代模型
[148:39] 你觉得和美国差
[148:41] 代差还有多久
[148:43] 我觉得在国内其实目前已经具备
[148:45] 1T以上的机座的公司有好几家
[148:49] Kimi
[148:50] 然后还有Mimo
[148:52] 还有一些
[148:56] 然后这些模型厂商
[149:00] 我觉得基本上是在当下距离国外顶尖
[149:06] 就打Cloud Ops 4.6来说
[149:09] 我认为如果反应速度足够快的话
[149:11] 应该只有两三个月的代差
[149:13] 就不是说两三个月过后能追上
[149:16] 两三个月过后的Cloud
[149:18] 而是说能追上当代的Cloud
[149:20] 我认为这个概率是蛮高的
[149:22] 然后那么在这个情况下
[149:25] 这两三个月大家怎么去发生变化
[149:27] 其实是考验这个团队的整体的研究水平
[149:31] 然后这个技术的敏捷程度
[149:35] 然后以及怎么去拥抱新的范式的这样的
[149:39] 拥抱新的方式来做研究
[149:41] 这个真的非常关键
[149:43] 然后就是我们开头聊的
[149:45] 对对对
[149:46] 然后那就是在比拼这个事情
[149:48] 所以我觉得接下来两三个月会非常精彩
[149:52] 然后同期会发生的事情是
[149:54] 我们能看到Agent的框架
[149:57] 就已经在过去的两三个月
[150:00] OpenCloud本身也进行了大量的改进
[150:03] 然后你也能看到一些自学习
[150:05] 和自迭代的一些框架的产生
[150:09] 然后所以Agent的框架这一层
[150:13] 也会在接下来两个月会进步的非常快
[150:16] 然后再其次就是随着前两个爆发
[150:21] 就是Agent的框架越强
[150:24] 模型的能力进一步的飞升
[150:27] 并且我们的成本是有极致的优势的情况下
[150:30] 那么其实推理的需求一定会爆发
[150:33] 我觉得几倍到十倍的空间是非常
[150:36] 非常可能会立即当下会发生的事情
[150:38] 那么对于推理芯片
[150:40] 就会达到一个空前高涨的这样一个需求
[150:45] 所以那么怎么去在现有的产能
[150:48] 尤其是可能大部分卡点在于存储上
[150:53] 然后产能的基础上
[150:55] 然后你去拿不管是自己制造
[151:00] 还是用到最先进的芯片
[151:03] 来去做更好的推理
