[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[122:59] 智能的最终的产出效率是最高的
[123:01] 你们现在选的是全部都是真实数据
[123:03] 我们现在真实数据为主吧
[123:05] 就是真实数据分两种
[123:07] 或者说分
[123:08] 几种
[123:09] 那第一个刚才我们讲的是叫
[123:11] robot centric data
[123:13] 就是以机器人为中心
[123:15] 人要操作它的数据
[123:17] 第二种是
[123:18] 以
[123:19] 这个叫human centric data
[123:21] 就比如像5米
[123:23] 像美国公司Sunday采集的
[123:26] 包括其实还有些更新的外国的采集设备
[123:28] 这些都是human centric data
[123:30] 这些数据都有用
[123:32] 还有就是PUV数据
[123:33] 人就戴一个眼镜
[123:35] 戴一个头戴式的摄像头
[123:37] 然后手上什么也不戴
[123:39] 就采这些数据
[123:40] 这些都是统一为human centric data
[123:44] 然后
[123:45] 还有什么
[123:45] 就是第三视角的数据
[123:47] 互联网视频数据
[123:48] 然后还有什么
[123:50] 还有所谓的仿真数据
[123:51] 当然仿真数据里面又有不一样的
[123:53] 有
[123:54] 我们看这仿真器
[123:56] 是Graphics based的
[123:57] 就是基于图形学的渲染出来的数据
[124:00] 还是基于
[124:01] 真正的世界模型
[124:03] 生成出来的数据
[124:04] 这是我们说的所有的可能的数据
[124:08] 但是没有人知道的是
[124:10] 这些数据的比例关系应该是什么
[124:12] 这个叫data recipe
[124:14] 很多
[124:15] 大圆模型公司今天的最大的秘密就在于这个
[124:19] 对于巨神智能公司来说也是
[124:21] 但我们现在知道的就是这些数据
[124:23] 所以我们要保证的是什么
[124:25] 我们要保证对于线海图来说我要保证的是
[124:27] 我们在各个类型的数据的获取上面
[124:29] 都畅通无误
[124:30] 我都有
[124:31] 你没有说你们一定bath真实数据
[124:33] 我一定以真实数据为主
[124:35] 这个是确定的这个是一定的
[124:37] 真实数据为主
[124:38] 但是
[124:40] 我到底是1万小时的真机要操作数据
[124:42] 还是5万小时的
[124:44] 这个
[124:45] 这个这个这个5米数据
[124:47] 还是20万小时的
[124:49] 这个这个pov数据
[124:50] 这事
[124:51] 得试出来
[124:52] 这不是拍出来的这个是实验
[124:54] 就是AI归根结底还是实验科学
[124:57] 得试出来
[124:58] 你们现在数据recipe是什么
[125:00] 这个坦率来说今天此时此刻在训练的这个模型的这个recipe
[125:05] 其实我也不是特别清楚啊
[125:06] 但是大体还是我们刚才说的这个真实数据
[125:11] 然后呢真机
[125:12] 要操作然后5米
[125:15] 这样puv这样数据的一个混合
[125:18] 我也听过一种说法
[125:19] 就是说为什么有的公司BAT
[125:22] 仿真数据有的公司BAT真实数据
[125:24] 是因为BAT真实数据的这些公司他们的商业模式是要把这些
[125:29] 机器人卖给你说的开发者也就是实验室然后让他们去采集真实数据
[125:34] 再来训练自己的模型
[125:36] 所以这是你们商业模式决定的你们一定要说真实数据最有效
[125:40] 就绝对不是
[125:41] 绝对不是
[125:42] 就是说
[125:43] 首先就是我们的
[125:44] 一切的起点就是说首先我们说巨神智能这个事还是一个完完全全技术驱动的
[125:49] 一个创业
[125:50] 是技术
[125:51] 的改变带来了产品的改变带来了商业模式的改变
[125:55] 对它不是因为我定了是商业模式是这个所以我定我技术是这个这个逻辑是错的
[126:00] 所以我们是最早我们就想清楚了就是要真实数据
[126:04] 真机数据为主
[126:05] 然后去做这件事
[126:06] 坚持团统端
[126:07] 然后呢又因为这个
[126:09] 技术
[126:10] 产生的这个产品现在不成熟
[126:12] 没有直接在生产力场景的架架
[126:14] 所以
[126:15] 我们要去
[126:16] 先去做一个开发者市场
[126:18] 然后逐渐做一个过渡
[126:19] 所以我觉得他的这个
[126:21] 逻辑不是因为商业所以这个技术而是因为这个技术所以这样的模式
[126:26] 真实数据可以怎么scalable
[126:28] 真实数据的scalable其实要
[126:31] 就是说
[126:32] 有两种条件
[126:33] 或者两个要素第一个
[126:35] 就是我们一定要进入到真实场景
[126:37] 它得是一个场景它不能是所有无穷无尽的场景
[126:41] 它应该是
[126:42] 无穷无尽的场景
[126:42] 就是各种各样的场景
[126:43] 我们不要做限制
[126:45] 所以呢
[126:45] 不应该特别多的在所谓的
[126:48] 素材场里面
[126:49] 去
[126:50] 完成这样的数据采集
[126:51] 所以我们也是从去年开始
[126:53] 我们应该是全国第1个
[126:55] 去做我们叫真实场景的数据采集
[126:57] OK这是第1个条件
[126:59] 就是说我们一定要进入到真实场景当中去
[127:01] 因为真实场景它是
[127:03] non-scalable的话我必须要去构建一个场景出来
[127:05] 第2个就是我们一定要
[127:08] 用重包的方式
[127:09] 去做这个数据采集
[127:11] 也就是说我们要把这个
[127:13] 采集的这个
[127:14] 设备
[127:14] 以某种方式分发出去
[127:16] 和大家一起
[127:17] 能够参与到这个活动当中来
[127:19] 而且在这个里面可能政府肯定是要有一些支持我们也要去投入
[127:23] 然后呢这个
[127:24] 有一定比较好的商业模式支撑
[127:27] 这样的东西去往前去走
[127:28] 今年我们也会去做
[127:30] 这样的这个实践
[127:31] 那么这两个要素一个是
[127:35] 把这活分出去
[127:36] 一个是分到真实场景
[127:38] 里面来
[127:38] 所以就会
[127:40] 使得我们这事可以快速scalable
[127:42] 所以这是为什么
[127:43] 我也是
[127:44] 我们也一直很关注就是北美的一些进展
[127:46] 北美其实是
[127:47] 我觉得比国内更早的就说进入到了
[127:51] 这个这个这个
[127:52] 它叫无本体的
[127:53] 这种数据采集就是无名
[127:55] 包括Sunday这样做的这种采集手套
[127:58] 采集甲爪
[127:58] 这样的这种方式里面
[128:00] 我觉得这个方向是
[128:02] 是很重要的
[128:03] 你说今年对你来说很重要的是音乐和场景
[128:05] 对你准备怎么定义场景呢
[128:07] 首先呢
[128:09] 我们就是可以信用性的聊一下这个问题就是
[128:12] 最终
[128:14] 我们居生智能稳固落地的
[128:15] 一定是
[128:16] 供
[128:17] 供给侧和需求侧
[128:19] 碰出来的一个东西
[128:20] 因为首先说就是说这个这个需求侧其实非常非常非常的多
[128:25] 几乎所有现在咱们说这些
[128:27] 劳动者
[128:28] 在做这些活
[128:29] 按理来说都是居生智能未来要解决的问题
[128:32] 这需求特别特别的庞大
[128:33] 但是呢不是所有的需求
[128:36] 都是
[128:37] 好需求或者都是适合在这个阶段解决的好需求
[128:41] 那么
[128:42] 这个时候呢我们先来看一看供给侧
[128:44] 供给侧呢我觉得基础模型的供给特点它有这么几个点
[128:48] 也是我们定义的顶层指标
[128:50] 我们叫速度精度泛化性
[128:52] 速度就是它这个基础模型驱动下的这个操作速度能有多少
[128:56] 我们看基于模仿学习的
[128:58] 大概率超不过人
[128:59] 可能80% 90%的人类速度
[129:02] 就不错了
[129:03] 那么精度是什么就是厘米级别的操作精度
[129:06] 毫米级别的我觉得那是下一步的事
[129:08] 先解决厘米级别的
[129:09] 然后是
[129:11] 泛化性
[129:11] 这泛化性呢就是说
[129:13] 我需要多
[129:14] 多少条新增数据
[129:15] 才能够解决一个新问题
[129:16] 那有些动作比如说我们今天已经做到就是
[129:20] 我们叫万物抓取
[129:21] 那在抓取这件事上我们已经做到零样本泛化
[129:24] 那么在比如说像
[129:25] 底液
[129:26] fold这个事上面
[129:28] 可能毛巾啊剃须衫啊在我们办公室里面
[129:31] 衬衫啊这些都可以可以可以搞一搞
[129:33] 但是其他的衣服
[129:34] 还是要重新取决
[129:35] 所以这个里面就是有一部分是零样本
[129:38] 有一部分是少样本
[129:39] 有一部分还带解决
[129:40] 所以
[129:42] 这就是我们所谓的泛化性的这个点
[129:44] 就是多少个新增数据可以解决一个新问题
[129:47] 看的是编辑成本
[129:48] 速度精度泛化性
[129:50] 这个是我们供给的这个特点
[129:52] 然后我们再回需求侧
[129:53] 所以需求侧
[129:54] 就有这么几个限制了
[129:56] 第一个就是速度不能要求太高是吧
[129:59] 太高了这个咱这个技术
[130:00] 做不了
[130:02] 第二个呢就是说
[130:03] 这个这个
[130:05] 其实还有一个点就是说AI还是会
[130:08] 出现问题的
[130:10] 还是会犯错的
[130:11] 所以这个犯错之后的失效成本不要太高
[130:14] 不要一搞错了就
[130:16] 无法挽回的损失
[130:18] 这个不太适合
[130:19] 这是两个基础条件
[130:21] 然后在这个基础之上我们还要再去看就是说
[130:24] 好的场景
[130:24] 好的商业化的这个场景一定是说
[130:27] 有爆发力的
[130:29] 就是我做完一个之后我可能很快就到一万台
[130:32] 这样的场景
[130:33] 那么
[130:34] 在这样的这个
[130:35] 里面你会发现
[130:37] 首先我们要求这个是个全球化的一个市场
[130:39] 假设一个事只在中国有
[130:42] 只在欠发大国家地区有
[130:43] 那可能不是第一步的好市场
[130:45] 对吧它一定得是欧美国家有的因为那边付费能力好
[130:48] 付费能力高
[130:49] 第二个呢就是说
[130:51] 全球市场的这个情况下
[130:53] 且在全球不同的市场里面的这个场景
[130:56] 又是比较类似和统一的
[130:58] 那
[131:00] 比如说什么就不符合了
[131:01] 商业服务里面的很多其实不太符合
[131:04] 那这个不同国家的酒店可能是不一样
[131:07] 不同国家的这个零售可能也长得不太一样
[131:11] 所以你把所有的这些
[131:14] 就是
[131:14] 放在一块
[131:15] 然后呢
[131:16] 不断的去碰撞
[131:17] 统一
[131:17] 然后呢我们现在看到的还是
[131:20] 比较看好
[131:21] 首先我们定义了几个动作大类
[131:23] 就是
[131:23] 我们叫Carry, Pick, Pack
[131:25] Fold, Operate
[131:26] Carry就是搬
[131:28] Pick就是拿
[131:30] Pack就是包
[131:31] Fold就是叠
[131:33] 然后
[131:34] 还有这个Operate就是操作设备
[131:36] 操作一些
[131:37] 一些设备
[131:38] 其实你去想就是说
[131:40] 很多我们现实世界当中的这个劳动者
[131:43] 都是
[131:44] 这五类动作的
[131:46] 各种组合
[131:47] 而且
[131:48] 几乎你会发现每一个岗位啊涉及到这个动作组合的数
[131:52] 不会特别好
[131:53] 20个30个40个
[131:55] 基本上cover很多岗位
[131:56] 不会有一个岗位说一天这个人需要做
[131:59] 几百种不一样的这个这个这个
[132:01] 其实都是很固定的
[132:03] 所以像这样的岗位
[132:04] 我们看下来
[132:05] 是好场景
[132:06] 所以据说是个好场景
[132:07] 率先要互量要落地的
[132:10] 现在有哪几个具体的场景
[132:11] 非常具体的
[132:12] 我觉得我觉得
[132:14] 在这个仓储物流里面的这个bin picking
[132:16] 是很好的一个场景
[132:17] 就它解决的问题很简单就是
[132:19] 这个
[132:20] 超多的
[132:21] 这个SKU
[132:22] 可能一万个上万个SKU在一个仓库里面
[132:25] 它的存储方式是什么
[132:26] 一个一个的这个bin
[132:28] 就是这个写口的盒
[132:29] 一个盒里面放一个东西
[132:30] 放一类东西
[132:31] 一个盒里放一个东西
[132:32] 然后很多时候人干什么
[132:34] 订单拣选
[132:35] 就是人拿一个订单去哪拣
[132:37] 去哪拣
[132:38] 又因为它这个数量太多了所以传统的那些物流解决方案其实没法解决
[132:42] 有效的解决这个事
[132:44] 所以我们看这个场景
[132:45] 还不错
[132:46] 然后呢还有些其他的我觉得像智能制造这个场景里面其实也有大量的这种物流的环节
[132:52] 场内物流的环节
[132:54] 智能制造里面它其实一是物流
[132:56] 二是这个
[132:57] 这个装配
[132:58] 组装
[132:59] 组装这个就涉及到了毫米级别的
[133:01] 操作而且很多时候是柔性操作
[133:03] 复杂度一下就上去了
[133:04] 那我们可能要放一放
[133:07] 那么场内的这种各类的物流
[133:10] 就是单手拿
[133:11] 双手搬
[133:12] 这类的其实都可以
[133:14] 我听起来会有一个很大的疑惑
[133:16] 就是十年前也有很多的机器人公司在成立
[133:19] 他们也都可以做这些场景
[133:21] 为什么需要这一代的AI来做这些场景呢
[133:23] 其实还不太一样
[133:25] 首先就是说这些不是很定制化的东西
[133:28] 就是说
[133:29] 我分成两个问题去讲
[133:31] 第一个
[133:31] 就是
[133:32] 物流是一个持续的在被机器人
[133:36] 的公司解决的一个问题
[133:38] 那么
[133:40] 这个早期的比如像这种
[133:42] Kiva
[133:43] 这样的这种机器人
[133:45] 再到后来比如像这种夹包式的
[133:47] 机器人
[133:48] 夹包就是夹包药箱然后送到一个地方
[133:51] 其实它基本上都是解决
[133:53] 一大类问题
[133:54] 但是时至今日你会发现
[133:56] 大量的仓库里面还是有很多人
[133:59] 拿着订单
[134:00] 去到一个一个的
[134:02] 这个这个写口盒里面去去捡货
[134:04] 这动作还是很多的
[134:06] 原因是什么
[134:07] 原因就是当你的SKU的数量特别多
[134:09] 然后订单就是从这个SKU里面挑几个
[134:12] 就这类事情发生这类事情其实
[134:14] 在很多场景里面都会发生
