[00:02] 就在京都在鸭川边上
[113:21] 肯定是基本上都是做游戏的
[113:23] 整个游戏的所有东西的设计
[113:25] 都是围绕着AI来的
[113:26] 但是这里面并不是说堆人的问题
[113:29] 因为AI的
[113:30] 其实大家都知道
[113:31] AI今天这个行业里
[113:32] 如果你想做一个事情
[113:33] 核心不在于人有多少
[113:35] 它不是需要堆人的部分
[113:38] 但所有游戏的工艺
[113:41] 它就是一个纯堆人的事
[113:42] 它就是一个纯堆人
[113:44] 你不可能省略掉中间的这些环境
[113:47] 大家经常讲AI给游戏做降本增效
[113:50] 但实际上它只能给微信小游戏降本增效
[113:53] 内容性游戏是非常难降本增效的
[113:55] 比如说乙女游戏
[113:57] 这个和圈层的最大最大的忌讳
[113:59] 两个东西
[114:01] 第一个东西就是AI
[114:03] 第二个是抄袭
[114:05] 最忌讳这两个东西
[114:07] 就是你的这个人物长得跟别人像
[114:09] 撞脸就是不可以
[114:11] 这是一个原创意识
[114:12] 特别强的一个人
[114:13] 因为二次元人群都是这样
[114:15] 二次元用户有更强的
[114:17] 比如说保护画师
[114:19] 保护原创这样的意识
[114:21] 你新推出的男人长得像以前的男人
[114:24] 这是非常不能接受的
[114:26] 第二个就是不能用AI画画
[114:28] 其实还是版权的问题
[114:31] 这是对画师的不尊重
[114:33] 以及对用户的不尊重
[114:35] 所以这部分是不可以用任何AI的东西
[114:37] 你第一次做的内容
[114:39] 因为你以前虽然接触的内容
[114:41] 是通过平台的身份去结束
[114:43] 你第一次做内容
[114:44] 尤其是做游戏
[114:45] 你觉得有什么想的跟你之前想的不一样
[114:47] 首先我不是第一次做内容
[114:49] 我在优酷的时候
[114:50] 我自己就会感兴趣去做一些内容
[114:52] 我会深入一些项目
[114:54] 比如我曾经一起帮着写和改过
[114:56] 互动影游的剧本
[114:58] 它现在还在steam上
[115:00] 卖的还可以
[115:02] 我在离开优酷前的最后一年里
[115:05] 其实除了苗芽以外
[115:07] 我同时还在管另外一个事情
[115:09] 就是我在成立一个游戏工作室
[115:10] 所以那个时候
[115:11] 我就已经建立游戏工作室
[115:13] 所以不是第一次做内容
[115:15] 我觉得没有特别
[115:17] 和我预想中不一样的东西
[115:19] 没有特别不一样的东西
[115:21] 因为我们更多是讨论的是
[115:23] 刚才我说的那些偏理论的东西
[115:26] 再到往下
[115:27] 比如说具体这个故事应该是怎样的
[115:29] 这个设定是怎样的
[115:30] 美术是怎样的
[115:31] 我是完全不参与
[115:32] 因为我根本就不是目标用户
[115:34] 这个男人帅不帅
[115:36] 他的性格有没有魅力
[115:37] 这个故事看了之后有没有感觉
[115:39] 我没法评价
[115:41] 所以到这一层我就完全不参与
[115:44] 他和比如说我在
[115:45] 我们做应用探索
[115:46] 或者比如我们去做工具这件事情
[115:48] 我的定位是很不一样的
[115:50] 所以游戏是谁在利点
[115:52] 在你们公司内部
[115:53] 也是我们的公司一个很核心的成员
[115:55] 也是之前
[115:56] 是游戏背景
[115:57] 不是游戏背景
[115:58] 但确实也是跟我比较长时间
[116:00] 我们也合作了比较多年
[116:01] 这个游戏产品什么时候正式上线
[116:03] 你现在是内测了
[116:05] 对我们进行了第一次内测
[116:06] 测结果怎么样
[116:07] 非常非常好
[116:08] 非常好
[116:09] 非常好
[116:10] 对我们内测2000个用户
[116:12] 一天就秒爆满
[116:14] 我们在小红书上开了一个官方的账号
[116:16] 当天就有1万份
[116:17] 一个官方商业账号
[116:18] 其实万份还是不错的
[116:20] 我们内测了7天之后的内测数据
[116:23] 就留存非常非常惊人
[116:25] 非常惊人
[116:26] 具体数字不说
[116:27] 但是是一个非常夸张的数字
[116:29] 用户时长也非常下降
[116:30] 用户口碑也非常好
[116:32] 非常好
[116:33] 你去看小红书你去搜就好了
[116:34] 相关的话题都是在百万阅读量以上
[116:36] 都是用户自发的
[116:37] 在那发帖子
[116:38] 有没有投放
[116:39] 没有投放
[116:40] 不需要投放
[116:41] 其实是这样的
[116:42] 内容产品的一个好处
[116:43] 是因为它本身带有态度
[116:45] 它能激起用户自身
[116:47] 对于一些美好的情绪的东西
[116:50] 所以用户会自发帮你传播
[116:52] 它不像比如工具这样的东西
[116:54] 有用
[116:55] 它的传播率是没有那么高的
[116:57] 尤其还是以女用户这样的群体的话
[117:00] 他们是天然一群
[117:01] 特别爱传播的
[117:02] 但反而它的副相效应也很明显
[117:04] 以女用户也是非常挑剔的人
[117:06] 如果你做了一些不太对的事情的话
[117:08] 他每次骂你
[117:09] 就会骂你
[117:10] 所以内测效果确实非常不错
[117:12] 我们估计下半年就上了
[117:14] 还有半年
[117:15] 一个游戏这样很慢
[117:17] 所以上次我在有一次一个分享当中
[117:20] 我也提到这个问题
[117:21] 当我们完成首次内测的时候
[117:23] 我告诉大家我做的这个事情
[117:24] 一点都不用担心
[117:25] 有人什么再做一个之类的
[117:27] 你做之后也一年半会减
[117:30] 所以这是一个
[117:31] 我觉得你知道
[117:32] 我在这个产品上
[117:34] 我们在内测的时候
[117:35] 最后一天要官服
[117:36] 七天结束要官服
[117:38] 内测结束
[117:39] 又一次出现了当时我
[117:40] 让我记忆很深刻的那种场景
[117:43] 所有的人都守在手机前面
[117:45] 去跟我们男主角叫新年
[117:47] 在跟他聊天告别
[117:49] 声泪俱下
[117:51] 我们就看后端
[117:52] 后面聊天数据在那
[117:53] 往上涨
[117:55] 所有人都在跟他说话
[117:56] 一官服
[117:57] 所有人都去向我说说发帖子
[117:58] 发各种聊天截图
[118:00] 以及各种反正非常感慨
[118:03] 非常喜欢
[118:04] 能够拥有那种
[118:06] 看到了很多人活生生的人的
[118:08] 对你的产品有感情的
[118:11] 那种感觉就很好
[118:12] 所以不管是从用户的
[118:14] 对我们的反馈
[118:15] 还是说真实的数据
[118:16] 就内部的看到的数据
[118:18] 所以我觉得AI陪伴这个事
[118:21] 去用游戏化的方式做
[118:23] 很大概率应该是
[118:24] 这个猜想应该是没有猜错
[118:26] 我见过好几个
[118:27] 做AI陪伴的创业者
[118:29] 你觉得你跟他们思路
[118:30] 有本质的不同吗
[118:32] 我是做内容的
[118:33] 大家是做互联网的
[118:34] 最本质就是这个
[118:37] 今天的所有AI陪伴产品
[118:40] 所有互联网产品
[118:42] 都是平台产品
[118:43] 用户UGC自己捏个人
[118:45] 当然也可以找一些
[118:46] 所谓的创作者
[118:47] 生态化的创作者
[118:48] 来在这平台上创作一些人
[118:50] 让一些人去跟他们聊
[118:51] 去跟他们消费
[118:52] 这都是平台化的
[118:53] 但我们做的就是纯内容
[118:55] 我们来定义这个内容
[118:57] 听起来平台化是更大的事
[118:59] 你不相信这个
[119:01] 是这样的
[119:02] 第一平台肯定是一个更好的生意
[119:04] 这点确实是这样
[119:06] 但你仔细想一想
[119:08] 至少中国过去几年
[119:10] 冒出来的很多好公司
[119:12] 都是内容性的公司
[119:13] 比如说游戏公司里面
[119:15] 比如说内容公司里面
[119:16] 比如说饺子动画
[119:18] 黑猴
[119:19] 游戏科学
[119:21] 甚至泡沫马特
[119:24] 泡沫马特
[119:25] 它是一个平台
[119:26] 我觉得泡沫马特
[119:27] 本质还是内容公司
[119:28] 虽然它是用平台的方式
[119:29] 来做内容
[119:30] 但它跟内容的绑定度
[119:31] 是很深的
[119:33] 它跟内容的绑定度
[119:34] 是很高的
[119:35] 为什么呀
[119:36] 为什么是千IP
[119:37] 聚集成一个平台
[119:38] 没有这么简单
[119:39] 它不是那种批量式的方法
[119:42] 它对于每一个IP的深度
[119:44] 和打造是非常深的
[119:46] 它是站在打造内容的方式
[119:48] 去做这个事
[119:49] 它是跟创作者
[119:50] 一起打造这个IP
[119:51] 它不是说
[119:52] 你做这个IP
[119:53] 我给你提供工具
[119:54] 或者一个所谓的平台
[119:55] 赋能你
[119:56] 你就能够做出来
[119:57] 我不用干什么
[119:58] 最后收割就完了
[119:59] 这意味着什么呢
[120:00] 从平台性的公司
[120:01] 像现在诞生的很多好公司
[120:03] 都是内容性的公司
[120:04] 你觉得这个意味着什么
[120:05] 这是为什么
[120:06] 我觉得背后有两个原因
[120:08] 第一个原因就是
[120:09] 平台性的东西
[120:10] 至少在整个互联网的
[120:12] 20年周期里
[120:13] 做完了
[120:14] 不说做完了
[120:15] 就算能产生新的平台
[120:17] 原有的玩家
[120:18] 在新平台的构建上
[120:19] 有绝对的优势
[120:20] 你比如说
[120:21] 你要严格来讲
[120:22] 这几年也会有新平台产品出现
[120:24] 比如说红果软具
[120:25] 比如说番茄小说
[120:26] 都是平台性的产品
[120:28] 为什么它是字节作营的
[120:30] 它不是第一个做的
[120:31] 因为只要你还是
[120:32] 平台性的产品
[120:33] 你还是脱离不开
[120:34] 字节三件套
[120:36] 你离不开那几个东西
[120:37] 推荐算法
[120:38] 用户增长
[120:39] 商业化闭环
[120:41] 这三件套
[120:42] 你是绝对逃不开的
[120:43] 也就是说
[120:44] 你在用上一代霸主的方式
[120:45] 跟上一代霸主打仗
[120:46] 这是第一个问题
[120:47] 平台生意本身的
[120:48] 所依赖的核心能力
[120:50] 在没有
[120:51] 也许AI时代
[120:52] 会产生新平台
[120:53] 不知道
[120:54] 有很多东西是不确定性的
[120:55] 但当没有新的生产要素的时候
[120:57] 你用的都是老玩家
[120:58] 核心霸主
[120:59] 已经非常成熟的生产要素
[121:00] 这是第一个问题
[121:01] 第二个问题
[121:02] 当平台已经非常过剩的时候
[121:04] 比如说
[121:05] 内容平台
[121:06] 今天大家有很多选择
[121:08] 好内容是非常稀缺的
[121:10] 好内容变得稀缺起来
[121:12] 你很难想象饺子动画
[121:13] 需要去买流量
[121:15] 买KOL
[121:16] 不行
[121:17] 因为今天用户的自发传播
[121:20] 当你真的是个好东西的时候
[121:21] 用户为你传播的渠道
[121:23] 是绝对畅通的
[121:24] 大家经常
[121:25] 在移动互联网时代
[121:26] 大家经常讲一个词
[121:27] 叫流量红利
[121:28] 流量红利
[121:29] 因为设备数在不停的增长
[121:30] 自然带来更多的新用户
[121:32] 但实际上
[121:34] 今天是有流量红利
[121:35] 是另外一种流量红利
[121:36] 你今天如果做对了一件事情
[121:38] 比如manus
[121:39] 很典型
[121:40] 你做对了一件事情
[121:41] 你的传播是没有任何的
[121:43] 需要等待设备普及这件事情
[121:46] 所有人手一个社交媒体
[121:48] 所以好的内容
[121:50] 它的渠道被最大化
[121:52] 所以过去这几年
[121:53] 出现很多以好内容立身的
[121:55] 或者用内容思维做事情的公司
[121:57] 可能没有那么偶然
[121:59] 反过来说
[122:00] 用平台化思维方式
[122:01] 做事情的公司
[122:03] 我不知道
[122:04] 有谁冒出来了吗
[122:05] 也不是很清楚
[122:06] AI时代可能有一些变化
[122:08] 我们刚才聊到
[122:09] 你觉得上一个五年
[122:11] 出来了很多内容的公司
[122:13] 那你觉得下一个五年
[122:14] 面向未来的五年看
[122:15] 你觉得会是什么样的公司的机会
[122:18] 未来五年的话肯定是
[122:21] AI为基础的公司的机会
[122:23] 然后我觉得会出来很多类型
[122:25] 但其中
[122:27] 我自己能慢慢看懂的
[122:30] 或者说我现在非常相信的
[122:31] 就是Agent的这里
[122:32] 已经会出一些好公司了
[122:34] 为什么
[122:35] 就是说其实首先这个事
[122:37] 其实行业也蛮共识的
[122:38] 对吧
[122:39] 就去二五年一整年
[122:41] 不管是投资也好
[122:43] 好的产品也好
[122:44] 都在往Agent的这个事上做
[122:47] 不管你是通用的Agent也好
[122:48] 还是说垂类的Agent
[122:50] 或者甚至一些深入到行业里的
[122:53] 有高度行业壁垒的
[122:54] 比如什么Harvey这些公司
[122:55] 对吧
[122:56] 大家都在做Agent
[122:57] 这个本身是个共识
[122:58] 还有一个比较重要的原因
[123:00] 是我觉得Agent的这个事
[123:01] 确实带来了一些范式变化
[123:03] 我出来之后
[123:04] 探索的这些产品当中
[123:06] 我一直也想回答一个问题
[123:08] 就是大家都觉得
[123:09] 我身边有一些普通人
[123:10] 就跟我聊天的时候
[123:11] 就确实有一些
[123:12] 不太在AI圈子里的人
[123:14] 每次跟我吃饭都会说
[123:15] 现在觉得AI好火
[123:17] 然后就特别牛
[123:18] 但到底给我们
[123:20] 有没有什么实质性的变化
[123:22] 他们没有感觉到
[123:23] 特别实质性的变化
[123:24] 可能最多很多人
[123:25] 就是用了个斗包
[123:26] 所以我一直想回答这个问题
[123:28] 就是到底AI对于一个
[123:30] 对于一个普通人
[123:32] 对吧
[123:33] 到底能够带来一个
[123:34] 什么比较实质性的改变
[123:36] 其实你看我当时做这个第一
[123:38] 做一开始做这个信息的分发
[123:41] 就是聚合的这个事的时候
[123:43] 其实当时想法是OK
[123:46] AI已经证明了一个范式迁移
[123:48] 是说用户在AI Chatbot里面
[123:50] 通过AI搜索这个方式
[123:53] 从找链接变成找答码
[123:55] 这算是一个叫范式迁移
[123:57] 这个确实是范式迁移
[123:58] 当时我就想
[123:59] 在信息分发里
[124:00] 是不是还有别的范式迁移
[124:02] 当时的猜想相当于是说
[124:04] 我猜这个用户会从看内容
[124:06] 变成看原子信息
[124:08] 就是原来大家看的
[124:09] 不管怎么样
[124:10] 它是以内容一篇文章
[124:11] 一个视频以内容为维度的
[124:13] 但是其实AI完全有能力
[124:14] 把这个事拆解成一堆原子信息
[124:17] 再重新重组
[124:18] 给你最好的方式重组
[124:20] 当时就猜
[124:21] 就这样一个能力的一个
[124:23] 一个比较实质性的变化
[124:24] 当然我觉得最后
[124:25] 也肯定有很多问题
[124:26] 后来做播客也是有一些
[124:28] 所谓实质性变化的猜想
[124:30] 就是可能
[124:31] 语音会带来新交互
[124:34] 然后新交互会使用户
[124:36] 原来在一些
[124:37] 本来原来交互
[124:38] 不太能操作的地方
[124:39] 能够做出一些新的事来
[124:41] 但最后的摸索当中
[124:42] 我觉得反正也遇到了一些问题
[124:45] 但agent这个事
[124:47] 我现在觉得
