[00:04] 我应该是公司第一个离职的人
[137:17] 所以从大力上面来说我们是去做这个理念视频
[137:20] 啊
[137:21] 然后它的原因在于说我们认为理念视频
[137:24] 它还有很很大的这个空间
[137:26] 嗯
[137:27] 比如说
[137:28] 呃我们内部会把它称为叫要在视频的世界中去构建图书馆
[137:34] 嗯
[137:35] 歌剧院
[137:36] 还有大教堂
[137:37] 啊
[137:38] 这个其实就是我们内容品位的划分
[137:39] 它代表的是知识类的内容
[137:41] 然后艺术类的内容
[137:43] 还有跟精神相关的内容
[137:45] 嗯
[137:46] 对
[137:47] 就是呃那与之对应的是什么
[137:50] 比如说现在的
[137:51] 现在的这个视频世界里面
[137:53] 可能更多的是我们把它称为叫
[137:56] 夜店
[137:58] 跟多巴胺相关的
[137:59] 嗯
[138:00] 啊
[138:01] 这个芒果卫视
[138:02] 呃
[138:03] 娱乐内容
[138:04] 对对
[138:05] 娱乐娱乐内容
[138:06] 对吧
[138:07] 这个帅哥美女的跳舞
[138:08] 对吧
[138:09] 啊
[138:10] 对啊
[138:11] 还有什么
[138:12] 上一个时代证明这类内容是更有商业价值的
[138:14] 为什么要去做精神类的内容呢
[138:17] 它商业价值足足够大吗
[138:19] 大家变得更爱学习了吗
[138:21] 在AI时代
[138:22] 不是啊
[138:23] 那一定不是
[138:24] 哈哈哈
[138:26] 呃
[138:27] 几个点吧
[138:28] 一个点是
[138:29] 嗯
[138:30] 就刚才也提到就是来自于物理世界的视频
[138:34] 它已经足够的丰裕了
[138:37] 嗯
[138:38] 就它的供给是足够充分的
[138:39] 嗯
[138:40] 啊
[138:41] 就它有夜店
[138:42] 然后有生活广场
[138:43] 大家可以去
[138:44] 你说的八卦
[138:45] 我们其实会把它放在这个所谓广场的这个范畴
[138:47] 嗯
[138:48] 对
[138:49] 然后可能
[138:50] 还有超市
[138:51] 啊
[138:52] 各种卖货的
[138:53] 啊
[138:54] 就是现在的这个视频里面有很多这样的内容
[138:55] 它其实已经把物理世界可能能够覆盖的这个范围
[138:58] 呃
[138:59] 就有价值的范围
[139:00] 它可能已经都已经覆盖
[139:01] 覆盖掉了
[139:02] 嗯
[139:03] 嗯
[139:04] 呃
[139:05] 而里面世界
[139:06] 我们认为第一
[139:07] 它的阶段会更早
[139:08] 啊
[139:09] 成本会更高嘛
[139:10] 就是你拍一个自己跳舞
[139:11] 然后去拍一个自己讲一段话
[139:12] 它肯定比说你去
[139:13] 要去写写一个有深度的文章
[139:14] 然后再把它做成一个视频
[139:15] 要来的更容易
[139:16] 对吧
[139:17] 啊
[139:18] 就后者肯定是门槛更高的
[139:19] 所以
[139:20] 它现在处于一个更早期的一个阶段
[139:21] 嗯
[139:22] 嗯
[139:23] 然后第二呢
[139:24] 是
[139:25] 这个理念世界
[139:26] 它会有更多的想象空间
[139:27] 就是之前
[139:28] 因为视频的生产能力不够
[139:29] 或者说没有今天
[139:30] 这样的生产技术
[139:31] 很多东西是
[139:32] 是
[139:33] 是
[139:34] 是
[139:35] 是
[139:36] 是
[139:37] 是
[139:38] 是
[139:39] 是
[139:40] 很多
[139:41] 很多东西是不容易视频化的
[139:42] 或者说它没有办法用视频的方式
[139:43] 来去产生一些价值
[139:44] 啊
[139:45] 比如什么呢
[139:46] 我们有一个
[139:47] 我们有一个客户
[139:48] 啊
[139:49] 就是
[139:50] 就
[139:51] 就他们是给别人去做视频的
[139:52] 那
[139:53] 他们有一个客户
[139:54] 哈哈
[139:55] 就是去做那种
[139:56] 潮玩的
[139:57] 啊
[139:58] 啊
[139:59] 其实潮玩就
[140:00] 天然是一个非常适合视频的场景
[140:01] 因为你可以把那些潮玩
[140:02] 变成
[140:03] 视频化的故事
[140:04] 然后
[140:05] 嗯
[140:06] 变成视频化的各种创意
[140:07] 嗯
[140:08] 嗯
[140:10] 对吧
[140:11] 他对于喜欢这个潮玩的人来说
[140:12] 就是一个很有消费价值的东西
[140:14] 但是在没有很好的生产能力之前
[140:17] 这就不会是一门好生意
[140:19] 因为要去做那样一个视频
[140:21] 它很
[140:22] 它价格很高
[140:23] 嗯
[140:24] 对
[140:25] 呃
[140:26] 就为什么我们会知道这个事情
[140:27] 是因为我们这个客户
[140:29] 就是
[140:30] 他在
[140:31] 用我们这个产品过程中
[140:32] 他就把这一类潮玩
[140:34] 在整个小红书上面的
[140:36] 内容
[140:37] 就包圆了
[140:38] 就是
[140:39] 就是你去看这个潮玩
[140:41] 在小红书里面
[140:42] 相关的这种AI视频
[140:43] 就全都是他们做的
[140:45] 因为它的生产效率足够高
[140:46] 它的成本足够低
[140:47] 嗯
[140:48] 啊
[140:49] 它就可以变成一个由之前
[140:50] 可能
[140:51] 用买地是吧
[140:52] 嗯
[140:53] 用你们的产品
[140:54] 对对对
[140:55] 嗯
[140:56] 对
[140:57] 因为因为他把成本降下
[140:58] 然后把生产速度提上来之后
[140:59] 它就会变成一种
[141:00] 新的
[141:01] 呃
[141:02] 这种内内容的方式
[141:03] 嗯
[141:04] 啊
[141:05] 就是他的这个内容的量
[141:06] 其实也很好
[141:07] 因为
[141:08] 因为确实有很多人
[141:09] 他喜欢
[141:10] 这个潮玩的这个形象
[141:11] 那
[141:12] 你想在之前
[141:13] 如果
[141:14] 这种视频
[141:15] 它需要以周围单位
[141:16] 然后它可能是几千
[141:18] 甚至是上万
[141:19] 这样的制作成本
[141:20] 那这件事情它就不会发生
[141:22] 嗯
[141:23] 嗯
[141:24] 对比如说
[141:25] 呃
[141:26] 像
[141:27] 就我们前面也提到
[141:28] 像苹果
[141:29] 像
[141:30] 耐克
[141:31] 嗯
[141:32] 他们去做的那种
[141:33] 非常高大上的品牌广告
[141:35] 那之前只有他们这样的公司
[141:37] 他们一年做上几条
[141:38] 然后每一条几十万美金
[141:39] 甚至是上百万美金
[141:40] 当然他们的质量一定是更好
[141:41] 但
[141:42] 有很多
[141:43] 有很多人
[141:44] 他也需要用这样的方式
[141:45] 能够去
[141:46] 表达自己的产品啊
[141:47] 嗯
[141:48] 那么在
[141:49] 这是之前的生产力情况下
[141:50] 他就
[141:51] 他就不可以
[141:52] 嗯
[141:53] 啊
[141:54] 他就不可以
[141:55] 那今天如果我们
[141:56] 这都属于理念世界的东西
[141:57] 啊
[141:58] 因为
[141:59] 因为它来自于
[142:00] 人们对这件事情的一个想象和理解
[142:01] 嗯
[142:02] 然后去把它说出来
[142:03] 嗯
[142:04] 嗯
[142:05] 嗯
[142:06] 然后去把它视频化
[142:07] 嗯
[142:08] 那今天它就有可能
[142:09] 变成一门
[142:10] 新的这个品类
[142:11] 变成一种新的内容的类型
[142:13] 嗯
[142:14] 对
[142:15] 所以就刚才讲的就是理念世界
[142:16] 它其实是随着生产力的发展
[142:19] 它会有更多的
[142:20] 呃
[142:21] 想象的空间
[142:22] 它会出现新的内容的形式
[142:23] 嗯
[142:24] 就生产力决定生产关系嘛
[142:26] 就是现在生产力发生巨大变化
[142:28] 那上面的
[142:29] 从生产关系
[142:30] 然后包括到最终
[142:31] 就是
[142:32] 就是和用户最直接相关的那些消费的方式
[142:36] 这部分它
[142:37] 它一定都会连带的发生变化
[142:38] 你们这个生
[142:39] 生产关系是什么样的
[142:40] 你的客户给你付钱
[142:41] 你们商业模式是什么样的
[142:42] 我们现在还没有产生新的生产关系
[142:43] 嗯
[142:44] 我们现在的就依然是以一个工具的这个方式
[142:45] 嗯
[142:46] 啊
[142:47] 来去提供给
[142:48] 对
[142:49] 就是要去
[142:50] 要去制作视频的人
[142:51] 版权属于谁
[142:52] 版权属于制作的人
[142:53] 啊
[142:54] 那当然
[142:55] 嗯
[142:56] 嗯
[142:57] 现在试用的人多吗
[142:58] 嗯
[142:59] 我们
[143:02] 我们战士版的产品
[143:03] 其实还没有
[143:04] 还没有
[143:05] 还没有
[143:06] 嗯
[143:07] 嗯
[143:08] 没有上线
[143:09] 嗯
[143:10] 对
[143:11] 就是
[143:12] 呃
[143:13] 我们其实之前五月份的时候
[143:14] 有一个
[143:15] 有一个做了一半的产品
[143:16] 啊
[143:17] 我们就把它静默上线了
[143:18] 然后那个静默产品的话
[143:19] 呃
[143:20] 就是其实
[143:21] 已经
[143:22] 已经有不少的这个用户
[143:23] 已经产生了
[143:24] 比较大的商业价值
[143:25] 就我们前两天才知道
[143:26] 呃
[143:27] 可能具体的那个
[143:28] 那个号
[143:29] 我就不说了
[143:30] 就是
[143:31] 是在
[143:32] 呃
[143:33] 就是B站
[143:34] 然后包括视频号上面
[143:35] 非常大的一个商业
[143:37] 非常大的一个AI内容博主
[143:39] 就他的
[143:40] 他的那个量很大
[143:41] 他的每一条视频可能都是
[143:43] 几十万上百万的这种播放
[143:45] 谁呀
[143:46] 这个这个这个
[143:47] AI视频博主不多的
[143:48] 他做AI内容
[143:49] 嗯
[143:50] 对AI内容博主不多的
[143:51] 对
[143:52] 就是
[143:53] 呃前两天我们才知道
[143:54] 呃
[143:55] 他其实是我们的用户
[143:56] 他的生长环节中会用到
[143:57] 因为
[143:58] 因为我们现在现象产品
[143:59] 并不是一个
[144:00] 真正能做到端到端
[144:01] 完全在产品里面去闭环掉的
[144:03] 可能还有一些
[144:04] 其他需要去处理的东西
[144:05] 嗯
[144:06] 但是他们依然还会去用剪映
[144:08] 去用这个达芬奇去做
[144:10] 啊
[144:11] 对
[144:12] 呃
[144:13] 就是因为我
[144:14] 因为我们现在是
[144:15] 只能用这个Google账号
[144:16] 然后需要那个海外的这种付费
[144:18] 付费的方式
[144:20] 所以
[144:21] 他们是把周围能借的所有的
[144:23] 谷歌账号全部都借了一遍
[144:25] 然后最后
[144:26] 呃
[144:27] 把我们每一档的
[144:29] 每一档的那个积分包都
[144:31] 都买完了
[144:32] 因为我们没有
[144:33] 就是所谓叫流量包的那个概念
[144:35] 就是你想买多少积分
[144:36] 我们之前压根没有做这个功能
[144:38] 啊
[144:39] 对所以他们把能用的
[144:40] 这个号全部都用完
[144:41] 然后把
[144:42] 所有的这个账号也都
[144:44] 冲到最满的那个状态之后
[144:46] 发现积分还是不够用
[144:47] 就联系到了我们
[144:48] 我们才知道
[144:49] 原来他们在用
[144:50] 对
[144:51] 嗯
[144:52] 从你们上一个半成品到现在这个成品
[144:54] 你觉得中间的迭代是什么呀
[144:56] 就是12月份可能即将发的产品
[145:00] 就是刚才讲的
[145:01] 整个生成系统这套
[145:03] 呃
[145:04] 完整的构建
[145:05] 啊
[145:06] 所以
[145:07] 你们之前为什么发半成品呢
[145:09] 因为
[145:11] 因为那个时间点的那个产品
[145:13] 就是
[145:14] 就是我们也提前会去给一些客户
[145:17] 和用户去做试用
[145:18] 就是我们每一版产品都会给
[145:20] 这个用户和客户去做试用
[145:22] 啊
[145:23] 呃
[145:24] 就是那个时候
[145:25] 其实已经能够感觉到
[145:27] 它有很大的这个商业价值了
[145:29] 啊
[145:30] 对后来就是发出来之后也确实
[145:33] 也确实证明了证明了这一点
[145:35] 只不过是原本在背后
[145:37] 我们刚才讲的这些DSL
[145:39] 然后包括整个context这套系统
[145:41] 它搭建的没有那么完善
[145:43] 它有很多功能没有办法暴露给用户
[145:45] 嗯
[145:46] 对所以剩下的时间
[145:47] 我们其实是在完善这些
[145:49] 刚才我们讲到了信息商品
[145:51] 你觉得在整个信息商品的链条
[145:54] 从生产的平台端到消费者端
[145:56] 你刚才讲的一点是
[145:57] 它的权力重心会向消费者端去渗透
[146:02] 那其他环节你觉得会带来什么变化
[146:04] 比如说平台会变化吗
[146:05] 会有新的平台出现吗
[146:07] 嗯
[146:08] 你怎么看Solo2
[146:10] 嗯
[146:11] 首先一定会有新的平台出现的
[146:13] 那这个新的平台是
[146:14] 就是又有真人创作者
[146:15] 然后还是只有AI内容的平台
[146:18] 这个平台你有没有一些构想
[146:21] 首先消费端的事情
[146:22] 我们现在没有考虑那么多
[146:24] 嗯
[146:25] 就是刚才讲到的这个原因
[146:26] 我们因为
[146:27] 还早
[146:28] 对现在这个谈点
[146:29] 对于我们来说可能太早
[146:31] 嗯
[146:32] 就是这个大家会有不同的想法
[146:34] 不同的这个判断
[146:35] 它无所谓对错
[146:36] 它无所谓对错
[146:37] 只是我们认为
[146:38] 现在消费端可能有点假
[146:39] 所以
[146:40] 嗯
[146:41] 我们其实不太会去想很多
[146:44] 跟消费端它的这个形态会是
[146:47] 会是什么样
[146:48] 我们现在是有一个
[146:49] 能够推演到的那个终局
[146:51] 嗯
[146:52] 就刚才讲的无限阅读
[146:53] 那个可能是
[146:54] 对
[146:55] 但这个终局我相信
[146:57] 就是很多团队
[146:59] 大家都能看得到
[147:01] 字节内部肯定也在
[147:03] 也在讲这个
[147:04] 也在也看到这样的终局
[147:06] 也在为这个目标去努力
[147:08] 嗯
[147:09] 但是这里会有一个
[147:11] 我觉得可能会有一个
[147:13] 嗯
[147:14] 大家遗漏
[147:15] 遗漏掉的
[147:16] 遗漏掉的一个很关键的问题
[147:19] 就是所谓传统的
[147:21] 分配平台
[147:23] 依托双边关系
[147:25] 来去构造的整个模式
[147:27] 它会发生巨大的变化
[147:29] 啊
[147:30] 为什么呢
[147:31] 就是刚才刚才讲了
[147:32] 之前为什么需要有双边关系
[147:33] 是因为生产端这边
[147:35] 它永远是需要人的
[147:37] 嗯
[147:38] 那我们刚才所有的推演里面
[147:40] 已经说明了
[147:41] 就是生产端它需要的人
[147:44] 数量会越来越少
[147:45] 需要人去做的操作
[147:48] 或者是努力
[147:49] 它会越来越少
[147:50] 甚至像
[147:52] 就是如果我们搭建好
[147:54] 足够完善的这个环境
[147:55] 那人他的生产方法
[147:58] 也会被越来越精确的
[147:59] 能够记录下来
[148:00] 未来甚至是可以被IL出来的
[148:02] 嗯
[148:04] 那未来会变成什么
[148:06] 未来可能就
[148:07] 这个
[148:08] 就所谓这个双边关系的生产端
[148:10] 它就完全自动化掉了
[148:13] 或者是它是一个单一供给方
[148:15] 单一供给方
[148:17] 指的是某个公司
[148:18] 对
[148:19] 一个一个生产平台
[148:21] 这个生产平台里面
[148:22] 不是说它就完全没有人了
[148:24] 而是说
[148:25] 一个生产平台
[148:26] 嗯
[148:27] 一个生产平台
[148:28] 就比如说字节这个公司
[148:29] 它是一个生产系统
