[00:05] Hello 大家好,我是小骏
[00:07] AI 业界有两个尧舜宇
[00:09] 一个从OpenAI跳槽到了腾讯
[151:20] 能不能为了一个目标一起花自己的时间
[151:23] 花自己的精力
[151:24] 这个是最最重要的事儿
[151:26] 而不是每一个个人提供了什么样的东西
[151:30] 说集体主义的原因是因为
[151:33] 其实能力是来自于AI是吗
[151:35] 我说集体主义的原因是因为
[151:36] 我觉得AI这个方向本质上是简单的
[151:39] 就是没有哪个
[151:41] 我觉得没有哪个
[151:42] 除了可能跳辫子一下
[151:44] 那个idea可能是得有一些很深刻的洞见
[151:47] 在之后的那个过程中
[151:48] 很多想法其实是非常trivial
[151:52] 就是非常愚蠢的
[151:54] 就是谁都能想
[151:55] 谁都能干
[151:56] 只是你运气好
[151:57] 撞到了一个机会去干了而已
[151:59] 包括你在描述anthropic做coding
[152:01] 好像它也是某种随机性
[152:03] 但是你要抓住它
[152:04] 对
[152:06] 但是就是我觉得做coding
[152:07] 可能还比做模型测的这些技术上的东西
[152:10] 可能还更稍微有点公司英雄主义
[152:13] 就是说你能不能足够快的堵这件事
[152:17] 那确实还是一感到变得很强
[152:18] 但如果今天没有anthropic做
[152:20] 可能别的公司也做了
[152:21] 我觉得是一个必然的事儿
[152:23] 所以它都是AI在涌现能力
[152:25] 对我觉得
[152:25] 其实看你能不能抓住那个能力
[152:27] 不管是公司还是个体
[152:28] 对
[152:29] 我觉得就是在
[152:31] 在这个可用的语言模型
[152:34] 大致的语言模型出现之前
[152:36] 那个时候很多事情是一个非必然
[152:39] 就是有没有一个人能够发明一个东西
[152:41] 一个语言模型能够大致做训练
[152:43] 然后以及gpt这个范式能不能被发现出来
[152:47] 那是有很多不确定性的
[152:49] 但是你说比如那个时候
[152:52] 你说如果没有google print
[152:54] 那可能transformer就
[152:55] 不会被发现
[152:57] 可能要过很多很多年才会
[152:58] 另外一个有钱又有人的组织发现
[153:01] 那可能就是一个很大的影响
[153:03] 但是进入那个阶段之后
[153:05] 尤其到现在已经反过来
[153:08] 就是你任何一个组织想要停止AI进展
[153:12] 是做不到的
[153:14] 因为anthropic很担心AI安全
[153:18] 那anthropic有没有这个能力阻止AI发展
[153:20] 它没有
[153:21] 你阻止你停止发展
[153:23] 别人会发展
[153:23] 你的话语权还会变小
[153:25] 对
[153:26] 其实现在其实更多是这样一种状态
[153:29] 这个世界在推着我们前进
[153:31] 而不是我们在推着这个世界前进
[153:35] 感觉未来我们会更加难以阻止AI
[153:38] 我觉得已经阻止不了
[153:40] 就是我觉得试图去阻止AI里的一件事发生
[153:45] 可能本身就不是一种正确的想法
[153:48] 这也是刚才聊到
[153:52] 因为刚才聊到的是anthropic
[153:53] 就是anthropic其中一个很重要的
[153:55] 动因是所谓AI安全
[153:58] 我觉得它在AI安全的事
[154:01] 这是它创立的时候动因
[154:03] 对
[154:04] 现在跟它有什么关系
[154:06] 现在的关系比较复杂
[154:08] 就是说一个自然的问题是
[154:13] 大家可能会问一个做AI安全的公司
[154:16] 为什么现在开始训前沿模型了
[154:18] anthropic的解释是说
[154:22] 我首先得拥有一个最前沿的模型
[154:24] 我才有话语权来推进我
[154:25] 我的AI安全
[154:26] 所以说它其实一直以来的想法是说
[154:31] 我要做这个世界上最好的模型
[154:33] 你大家不得不听我的
[154:35] 来推进我的安全政策
[154:37] 但其实从我个人角度来说
[154:39] 我觉得这个想法是非常幼稚的
[154:41] 就这个事现在看来它是不会发现
[154:44] 不会发生
[154:44] 更有可能发生
[154:45] 就是大家都有很好的前沿模型
[154:48] 而你没有办法阻止任何事发生
[154:50] 对
[154:51] 我觉得可能对于这个事来说
[154:55] 现在更多关注的更多该想的事是
[154:58] 如果你真的想要避免AI带来一些危机
[155:02] 什么才是一个更自动化的事
[155:05] 对举一个自动化的例子
[155:08] 就是比如说核武器
[155:09] 就是核武器也是一个可以
[155:11] 大家觉得可能有毁灭世界力量的事
[155:14] 但核武器最后最终受到控制的方法
[155:17] 就是multiparty control
[155:19] 说这是这样
[155:20] 大家有很多个有核武器的国家
[155:23] 他们互相都有毁灭对方的能力
[155:26] 所以通过这样一种制衡才稳定住
[155:29] 我觉得你要阻止AI干一些不好的事
[155:32] 可能最终是需要一种类似的机制来实现的
[155:36] 而不是希望说一家公司制定一个法律
[155:39] 而干一件事
[155:40] 对
[155:40] 而且它自己制定
[155:41] 它也只能管得了自己
[155:42] 对
[155:43] 你刚才也提到
[155:44] Anthropic有个可解释性团队是吗
[155:46] 这个它的可解释性到达哪一步了
[155:49] 在一些比较简单
[155:51] 然后比较稀松的
[155:53] 的神经网络里面
[155:56] 他们能够做一些有趣的研究
[155:59] 比如说看看某一个输出了或者输入的文字
[156:04] 或者图片
[156:06] 它内在的表示是长成什么样的
[156:09] 然后你可能把那个表示什么反一下之后
[156:12] 它会能输出一个什么样的东西
[156:14] 做一些这样的研究
[156:18] 你刚才还提到一个观点
[156:19] 就是AI本质是简单的
[156:21] 你能不能描述一下这句话
[156:22] 这是一个结论
[156:24] 对
[156:24] 我觉得
[156:24] 这甚至不是一个结论
[156:26] 这是我的一个statement
[156:28] 是我的一个陈述
[156:29] 它可对可错
[156:31] 然后我对这个
[156:32] 这是你的观点
[156:33] 对
[156:33] 我对这个陈述的解释是
[156:37] 我觉得它本质上简单的点在于它能做实验
[156:42] 就是它和比如说本质上难的东西
[156:47] 比如说物理
[156:49] 它的区别在于
[156:50] 那个东西你没有能标下的实验数据
[156:53] 你就是理解不了那个能标下的理论
[156:55] 嗯
[156:55] 但是AI不被这个所帮的
[156:57] 目前
[156:58] 你理解不了没关系
[157:00] 我也可以往前发展
[157:01] 而且我现在事实就是能够做任何我能想到的实验
[157:05] 只是可能说我需要一些时间去把计算量提上来
[157:09] 或者把基础设施准备好
[157:11] 但是没有什么本质上的困难
[157:14] 对
[157:15] 所以我一直说
[157:18] 就是觉得AI没有给人感觉它碰壁的原因
[157:23] 就是
[157:24] 首先很多
[157:26] 东西你都能试
[157:27] 其次
[157:28] 现在不是说大家已经想空了脑袋
[157:31] 没有什么想法可以试了
[157:32] 更多的情况下是有太多的想法
[157:34] 得一个个试
[157:35] 花时间
[157:36] 嗯
[157:39] 感觉真好渺小啊
[157:41] 嗯
[157:41] 在这个实验面前
[157:42] 是的
[157:43] 所以说我觉得
[157:45] 很快可能AI就会开始自己做实验了
[157:48] 很快就够快
[157:49] 四个月内
[157:50] 我觉得未来的6到12个月
[157:52] AI就会自己做实验
[157:54] 我觉得其实当然就是这话不太良好定义
[157:56] 对不起
[157:56] 我说了一个很很模糊的话
[157:58] 就是
[157:58] 嗯
[158:00] AI自己提高自己或者自己来加快自己的发展过程
[158:05] 这件事其实已经在发生了
[158:07] 对吧
[158:08] 就像我们刚才最早的时候聊过
[158:10] 就是他已经开始是帮我们能够去实现一些
[158:14] 一些我们想要的东西
[158:15] 然后很加快我们实验速度
[158:17] 但是我觉得未来6到12
[158:19] 呃
[158:20] 他他目前还做不到的事情是什么
[158:22] 是说他能不能呃从头到尾的
[158:25] 把一件
[158:26] AI研究的事做完
[158:28] 就比如说他不仅能写这个code
[158:30] 他还能跑这个实验
[158:31] 跑这个实验还能看到这个结果
[158:33] 看到这个结果还能分析这个结果
[158:34] 分析这个结果指导他哪做的不对
[158:36] 嗯
[158:36] 然后然后提出新的假设
[158:38] 设计新的代码
[158:40] 跑新的实验
[158:42] 这个这条链条目前还没有完整
[158:44] 但我觉得这条链条可能是下一步会慢慢变得完整的事
[158:48] 嗯
[158:48] 对
[158:49] 基于你的各种原因
[158:51] 在你离开决定离开Authropic那一刻
[158:53] 嗯
[158:53] 你对于这家公司未来的预期是什么呀
[158:56] 呃
[158:58] 我觉得我离开的时候
[158:59] 我对这公司其实挺悲观的
[159:01] 哦
[159:02] 但后来显然是我过度悲观了
[159:04] 哈哈哈
[159:04] 为什么悲观
[159:05] 我当我当时悲观的原因是因为呃
[159:08] 我觉得我当时离开Authropic的时候
[159:10] Authropic其实
[159:12] 呃
[159:13] 主要的收入来源都是API
[159:16] 就卖卖卖token
[159:17] 然后
[159:19] 这个是个差生意
[159:21] 是差生意
[159:22] 因为这个生意只有对一个公司是好生意
[159:25] 其实是Google
[159:26] 嗯
[159:26] 因为这个这个生意最后
[159:28] 就是得打价格战
[159:30] 嗯
[159:30] 就是最一般处理就是要打价格战
[159:32] 打价格战
[159:33] 你没有完整的这个链条
[159:36] 是没有什么太多优势
[159:39] 啊
[159:39] 但是后来
[159:40] Authropic显然在产品方面就是
[159:42] 我觉得确实有很多巧思
[159:44] 做了很多好的事
[159:45] 不管像是Cloud Code也变得越来越好用了
[159:47] 然后Cloud Code Work啊
[159:49] 然后和各种各样的这种和工作和效率相关的事情都慢慢汇聚起来了
[159:54] 所以感觉他现在反而变得比较好用了啊
[159:56] 所以感觉他现在变得比
[159:57] 我当时觉得
[159:58] 你要问我OpenAI和Authropic哪个会先死
[160:01] 但是就不会真的死
[160:02] 就是说哪个会先变得没那么重要
[160:04] 我当时会觉得可能是Authropic会先变得没那么重要
[160:08] 但是后来首先OpenAI被Google揍了一拳
[160:11] 然后Authropic自己就上道了
[160:13] 所以现在看来好像Authropic更占优势一些
[160:16] 呵呵呵
[160:17] 你后悔过没有
[160:18] 嗯
[160:19] 不太后悔
[160:19] 我觉得对我个人来说
[160:21] 我个人的动机还是想要去换一个地方提高自己
[160:25] 嗯
[160:26] 我觉得对于这件
[160:27] 对于想做的这件事来说
[160:29] 这个选择没有什么错误
[160:30] 对
[160:32] 你也提到Authropic的产品有很多巧思
[160:35] 嗯
[160:35] 特别是今年就是像Cowork这些
[160:38] 对
[160:39] 这个来自于哪里啊
[160:42] 我觉得我没看到Cowork的发展过程
[160:44] 所以我不知道
[160:45] 然后Cloud Code我觉得
[160:48] 人
[160:49] 产品还可能还真的是有一些个人英雄主义的机会
[160:53] 哦
[160:54] 我觉得
[160:54] 是研究员还是产品主义啊
[160:55] 就是那个我觉得Cloud Code的几乎至少这个事的开端吧
[161:02] 是他自己想要做这个事
[161:04] 提高自己或者同事的工作效率
[161:06] 最后变成了一个对所有人都很重要的事
[161:10] Forrest是一个什么样的人
[161:12] 我跟他没有太多的个人接触
[161:14] 我更多的是看到他的工作在公司的时候
[161:17] 他是researcher是吧
[161:18] 对
[161:19] 但他主要是在产品那边
[161:20] 哦
[161:21] 对
[161:21] 所以Authropic是有专门的产品部门的
[161:23] 啊
[161:24] 以前没有发展过的产品部门呢
[161:25] 我分的那么开
[161:26] 后来有单独的
[161:27] 嗯
[161:28] 对了
[161:28] Authropic感觉是很懂AI的产品的
[161:31] 对
[161:31] 我觉得
[161:32] 我觉得
[161:34] 这就为什么刚才刚开始说的时候
[161:36] 觉得这个产品经理可能还是目前挺难被AI取代的
[161:40] 嗯
[161:42] 好的产品经理
[161:43] 而且他好像不是上一代那种产品经理
[161:46] 他不是那种feature的摆放啊什么的
[161:49] 他好像是知道怎么跟AI协作的某种产品经理
[161:53] 对
[161:53] 我觉得
[161:54] 上一代
[161:55] 明镜里可能
[161:56] 但也不全是
[161:57] 就上来也也有些就是交互交互方式级别的变化
[162:01] 但每一次交互方式级别的话
[162:02] 变化其实就带来一很大产品
[162:04] 比如说就是
[162:05] 可能这个抖音就是一个交互方式级别改变的产品
[162:09] 嗯
[162:09] 那他一下就带来了很大的
[162:11] 打开了新的方向
[162:12] 呃
[162:13] 然后我觉得可能Cloud code也是一个这样级别的产品
[162:17] 对
[162:17] 嗯
[162:19] Cloud code和Cowork都是Boris
[162:21] 我不知道Cowork是谁做的
[162:22] 哦
[162:22] 我已经离开了
[162:24] 哎
[162:24] 行
[162:25] 说说你到了Google DeepMind以后的工作吧
[162:28] 工作重心发生变化没有
[162:30] 呃
[162:31] 还是发生了一些变化的
[162:34] 嗯
[162:34] 然后
[162:35] 呃
[162:36] 我我反正我自己主要在战外就是做ML coding
[162:42] 然后和一些比较long horizon的事儿
[162:45] 就是这两个事其实刚才都都大概提了一嘴
[162:47] 就是ML coding其实他主要就是想要实现刚才说的这个完整的AI自己研究自己的这个立场
[162:54] 那当然这个过程当中呢就会有很多的问题啊
[162:54] 那当然这个过程当中呢就会有很多的问题啊
[162:54] 那当然这个过程当中呢就会有很多的问题啊
[162:55] 那当然这个过程当中呃
[162:57] 有很多实际的问题
[162:59] 有很多实际的细节要去解决
[163:01] 就是我觉得大的方向上来说大家其实是比较有共识是该怎么去做
[163:05] 但是还是回到细节就是细节上有很多要处理
[163:08] 比如说怎么样去选取合适的data
[163:10] 怎么样去换选取合适的回馈信号
[163:13] 以及他又带来新的基本设施的挑战
